,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_10_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef
199,5.857,11.9997,-251.9973,-774.1187,-320.1388,-15.5879,-173.7633,-75.7845,-3541.4942,-71970695.39,-86439755.91,-114088902.7,-164914001.3,-267263877.6,-477362810.6,-941483395.2,-1846362914,-3854067991,-8030807899,640425.0041,1318864.265,10878637.72,-67034.285,-114948.1363,-215502.4131,-443431.8534,-902332.1514,-1946378.817,-4176186.392
200,5.9548,8.2224,-417.7615,-653.783,-3432.7893,-1261.0162,-20123.4634,-1283.3858,-13064.0326,-73031725.07,-87921005.61,-116500382.7,-169000326.4,-274903257,-492230029.5,-971925630.2,-1906455857,-3979183948,-8290882364,674904.4752,1363560.229,11276617.15,-67375.2259,-115614.3797,-216850.9914,-446291.9192,-908157.9214,-1958851.856,-4202775.094
201,7.6756,8.7115,-569.8532,-5751.4795,-767.8026,-4830.1058,-54793.7444,-4657.0314,-9731.2647,-81687102.05,-98519145.1,-130883928.5,-190618520.4,-311035165.9,-558469176,-1102529997,-2164302167,-4515946562,-9406576390,752944.3066,1509086.344,12547740.23,-69082.1457,-118589.4755,-222511.0182,-457841.1385,-931671.518,-2009190.087,-4310074.231
202,6.0663,11.0109,-81.6071,-98.9505,-130.5916,-453.9775,-6887.784,-1357.8084,-49815.3401,-91297606.38,-109600521.9,-144610508.7,-209137187.5,-339052205.7,-605575434.1,-1193589378,-2340605620,-4882897902,-10169044893,789434.4851,1637096.533,13498427.94,-70422.8081,-120700.8349,-226188.2479,-465197.8928,-946341.0903,-2040591.385,-4376999.008
203,-34451.4041,-25048.5754,-14078.6535,-1777.5109,-3547.5294,-5268.187,-12901.1307,-1440.0698,-12809.8608,-80660739.58,-96557191.97,-126990581.5,-182765203.3,-295066597.2,-525382892.4,-1034569783,-2024887482,-4225747256,-8803408652,719443.2841,1458601.373,12046279.85,-68475.0256,-117310.3586,-219761.1779,-451990.9612,-919284.7219,-1982673.303,-4253553.701
204,0.50359,-498.3096,-2054.3409,-6153.7639,-8229.7525,-1378.3965,-18357.9308,-965.7409,-1238.6356,-114416550.2,-136717920.7,-179439147.7,-257726278.2,-415352155.5,-738638855.5,-1454103743,-2845979992,-5934423438,-12353776330,961579.8033,2007370.62,16441282.33,-73479.8695,-125734.0097,-235335.0192,-483759.5165,-983502.0238,-2120123.783,-4546487.066
205,13.4976,-120.0481,-1468.7888,-2240.2744,-461.4557,-1147.5855,-2137.9744,-440.4291,-13308.8682,-104219218.1,-124771527.3,-164150265.1,-236342308.6,-381621872,-679664727.2,-1338751295,-2620451183,-5465224891,-11379056165,907221.0591,1857047.694,15300215.87,-72204.0861,-123620.5448,-231479.4896,-475941.9411,-967715.4711,-2086339.429,-4474495.239
206,14.1199,-246.0127,-2711.3949,-13319.1219,-27974.3018,-15536.7912,-305892.4552,-15802.3713,-478717.7337,-97211523.41,-116843327.1,-154779112.3,-224144479.2,-363942758.7,-651326144.2,-1285697162,-2516764417,-5249428407,-10929723116,925036.1937,1813367.587,14980434.3,-71411.2717,-122419.7208,-229477.5558,-472059.6349,-959921.2373,-2069657.03,-4438928.747
207,10.3123,5.1541,-9.3804,-999.8023,-5279.5072,-2364.3919,-4264.1611,-1713.3783,-53328.0423,-164393190.8,-196584690.7,-258329964.5,-371902515.1,-600519868.4,-1069579711,-2103776167,-4117282321,-8577987313,-17842687592,1355809.906,2796313.53,23077437.05,-79036.5099,-135186.6322,-252944.0107,-519604.3242,-1055917.034,-2275056.692,-4876557.315
208,11.4939,9.2359,-97.7551,-2693.6307,-1097.0154,-672.0103,-11437.0585,-1917.2207,-62108.0182,-156020230.8,-186587339.4,-245197083.2,-353090330.1,-570147108.6,-1015236363,-1996985179,-3908587704,-8144154708,-16942116584,1285406.83,2665521.488,21964794.24,-78236.4286,-133832.9784,-250420.8371,-514462.0861,-1045545.061,-2252869.637,-4829296.712
209,16.1494,-5.567,-26.765,-608.5105,-758.993,-100.1748,-6755.7579,-2240.1777,-74892.6326,-163899363.2,-196204260,-258226879.4,-372489890.3,-602571913.8,-1074351652,-2114124534,-4139417088,-8623995671,-17938132338,1354929.601,2802384.18,23123432.73,-79061.1846,-135275.97,-253159.3474,-520087.7544,-1056985.116,-2277341.353,-4881423.126
210,14.8747,-67.6219,-356.0291,-8785.7642,-3099.2024,-257.9782,-16706.6764,-12539.058,-289272.8316,-261474029.1,-312980844.8,-412194426.3,-595633327.8,-964577023,-1721098557,-3384768930,-6625705605,-13789484913,-28654509717,2094836.001,4329858.558,35797838.18,-86507.7612,-147901.7227,-276610.3116,-567843.8092,-1153386.249,-2483495.535,-5320433.254
211,2.0649,-90.7957,-2361.3279,-2421.2715,-15196.6691,-7325.6514,-83340.1803,-8440.4498,-45018.6002,-254210126.2,-302528483.9,-395124880,-565204165,-906953821.7,-1607269859,-3155129531,-6161817844,-12826071504,-26656942346,1979503.329,4154358.788,33997822.41,-85657.9549,-146214.4438,-273137.8507,-560579.2515,-1138235.868,-2451103.397,-5251469.621
212,-23.3583,-56.4183,-1080.4842,-4820.3877,-7260.3939,-3262.0597,-22990.1819,-3113.7074,-34210.5197,-263753374.9,-314171993,-411146319.8,-588875113.6,-946600852.6,-1679031735,-3299204573,-6442521655,-13409087213,-27866183186,2100936.811,4367454.719,35760680.67,-86323.7035,-147388.1113,-275357.461,-565202.469,-1147542.563,-2471001.993,-5293837.211
213,0.96223,7.0965,-240.8506,-642.0955,-413.162,-474.7167,-2947.2722,-59.7354,-1974.0624,-90261223.89,-108326603.9,-142918229.7,-206522821.3,-334548492.1,-597291613.1,-1177856241,-2309113982,-4817365290,-10032997677,787341.0902,1631777.614,13422789.31,-70241.7986,-120374.6473,-225564.2068,-463971.0887,-943807.23,-2035167.855,-4365442.369
214,3.6143,8.4896,-49.1429,-252.1849,-439.2064,-478.0002,-3076.5627,-2958.234,-68604.6157,-64539986.23,-77751953.01,-103018464.7,-149647429.9,-243627839.9,-436608004.6,-861794678.4,-1692756324,-3534184740,-7365557028,580820.4945,1194326.833,9892717.491,-65672.5025,-112746.405,-211559.1652,-435446.8977,-886468.7966,-1912412.052,-4103769.245
215,5.6995,11.9436,-196.8786,-2821.9027,-1914.0259,-1557.6927,-9536.0193,-718.6889,-30626.7908,-79002356.85,-94810364.1,-124982263.4,-180470739.7,-292173514.7,-521527955.1,-1028100992,-2016117189,-4207492524,-8765420902,687141.9942,1429380.269,11760714.75,-68307.6789,-117082.9079,-219441.523,-451435.6705,-918513.5513,-1981022.407,-4250033.808
216,4.8986,8.1512,-496.1236,-303.652,-868.967,-496.26,-1152.1703,-142.3947,-6014.1625,-38885285.7,-46883984.44,-62109298.37,-90104205.49,-146558446.8,-262441257.9,-518736220.3,-1019454609,-2131240538,-4447124612,363440.9526,752966.7545,6201815.386,-58838.6459,-101121.0207,-189899.3776,-391284.9324,-797164.8498,-1721125.176,-3695840.568
217,4.8748,-0.17841,-228.5776,-346.2649,-454.2092,-69.9356,-209.931,-245.5731,-3728.0271,-35490922.99,-42853187.71,-56878197.98,-82671704.5,-134648624,-241513017.9,-477726731.1,-939394034.5,-1964296459,-4099598413,337734.2713,695768.0909,5739733.257,-57721.6142,-99251.8124,-186487.6792,-384367.8432,-783252.3146,-1691313.33,-3632243.584
218,4.3877,9.0371,-188.9301,-337.177,-1901.856,-1791.4605,-2465.2108,-752.1308,-17699.3097,-35943546.63,-43216878.44,-57047361.05,-82334095.09,-133177551.5,-237761695.9,-469605125.7,-921181379.7,-1926311910,-4020475738,344318.9755,700084.897,5766514.478,-57667.3494,-99009.8863,-185848.6786,-382937.4141,-779948.2482,-1684232.754,-3617136.087
219,4.4673,0.55906,-94.3426,-2516.2328,-610.1977,-132.8642,-424.7794,1.374,-49.0643,-56519788.32,-67892686.04,-89601235.74,-129420782.6,-209660914.5,-374452374.2,-739155443,-1450066393,-3028686534,-6314480216,512913.5528,1058975.725,8709761.92,-63674.348,-109240.322,-204890.6852,-421824.434,-858677.2914,-1852896.772,-3976877.913
220,3.9015,4.2314,-12.7818,-695.4473,-4973.0745,-286.7789,-908.0098,-96.0987,-4239.2063,-52040726.92,-62548920.21,-82627660.86,-119431975,-193494988.8,-345609054.1,-682247210.6,-1338157611,-2795522315,-5829444440,481662.9158,984706.9866,8116378.207,-62582.7087,-107389.7934,-201455.2177,-414805.4849,-844438.7242,-1822400.258,-3911845.714
221,3.5912,8.1724,-66.7544,-303.988,-987.3395,-863.1205,-2223.7464,-351.0582,-9335.9474,-55451789.76,-66723169.95,-88285008.04,-127838265,-207565331,-371230926.6,-733358553,-1439020604,-3005672089,-6266579539,514827.0481,1053003.348,8674520.865,-63506.0406,-109006.226,-204515.9586,-421126.2263,-857305.0439,-1849957.729,-3970610.007
222,9.55,1.1189,-991.6094,-5097.1378,-7467.8183,-203.9794,-5805.8939,-303.025,-8985.4997,-59314652.55,-71236881.25,-93964160.96,-135681855.3,-219686744.4,-392033934,-773283692.2,-1516886089,-3167884476,-6603967707,527962.6731,1099624.412,9038535.063,-64315.8266,-110317.2571,-206858.7324,-425781.9187,-866671.4737,-1870017.483,-4013383.38
223,-36570.4895,-98105.8259,-133354.6315,-488335.3692,-553341.8216,-119557.7225,-2483713.224,-857228.6504,-23092249.77,-46882546.47,-57290881.01,-76883577.14,-115096970.4,-192639248.2,-351605429.5,-693183876.4,-1378797814,-2878262920,-5966998172,400230.3923,911548.5098,7488586.211,-60971.7981,-105808.1266,-199835.2737,-411283.3082,-840888.3627,-1814684.146,-3893715.664
224,7.6524,7.2205,-50.599,-3067.1959,-1135.1673,-761.3571,-18909.595,-15370.259,-373181.5403,-60037981.29,-71773952.6,-94205112.39,-134939398.7,-216879331,-384932037.3,-759406501,-1485045428,-3101501907,-6465102907,554041.1625,1137193.832,9269424.656,-64228.2608,-109998.9174,-206036.6061,-424113.8629,-862755.1902,-1861628.619,-3995475.309
225,1.4416,6.4502,4.3931,-85.3782,-37.5649,-244.2252,-2432.2638,-353.401,-1521.4964,-69538714.77,-83639528.9,-110647210,-160284721.9,-260281541.9,-465568725.8,-919068279.9,-1802934888,-3763638409,-7842811177,632847.3532,1292854.819,10674064.8,-66635.0534,-114318.2915,-214396.1408,-441255.0459,-897983.0926,-1937067.01,-4156335.601
226,-11107.2165,-13238.5311,-50784.0454,-392716.0321,-35595.2745,-536247.8663,-10352878.08,-868326.2591,-26950335.9,-63610512.04,-76585572.41,-100489271.6,-146388774.8,-237914080.2,-426020053.8,-836412330.1,-1646855401,-3436606958,-7122575010,499951.4229,1280232.139,8844022.994,-64653.5446,-110984.3665,-208124.711,-427763.8357,-872880.0655,-1883210.797,-4039771.401
227,2.9748,7.2848,-4.9538,-106.0545,-1548.1063,-230.7188,-1301.828,-1629.842,-34923.9004,-72545613.18,-87300089.78,-115524126.5,-167545397.6,-272372825.3,-487663027.6,-962376561.3,-1889227803,-3943311318,-8216248186,647646.3701,1332286.232,11014464.86,-67255.5114,-115397.3339,-216444.8903,-445411.5419,-906521.9619,-1955349.176,-4195307.007
228,4.4133,9.1096,-41.3932,-360.9984,-1986.4361,-224.1217,-5177.281,-405.4616,-2467.0696,-126021088.6,-150733862,-198086618.8,-284989368.2,-459822564.8,-818083189.2,-1610651974,-3151793470,-6570528848,-13674935360,1065896.098,2210894.423,18144965.71,-74983.2247,-128306.807,-240128.2577,-493550.4309,-1003250.66,-2162382.779,-4636528.397
229,6.5208,9.1092,-58.3936,-204.5294,-592.5951,-257.1557,-1164.7166,-66.5621,-2964.2908,-124466546.2,-149047215.4,-196177707.4,-282828013.6,-457246717.7,-814771110.2,-1604269046,-3141063476,-6548214215,-13628592320,1056626.712,2182005.572,17973673.48,-74869.8965,-128165.2255,-239938.1314,-493170.4523,-1002590.41,-2160970.055,-4633518.441
230,-6.436,-7.9854,-176.9154,-791.5939,-286.6169,-1802.7885,-7851.1968,-9378.0458,-190535.5055,-130325411.7,-156619481.2,-207099535.8,-300389278.9,-488334599.9,-873991769.5,-1722339510,-3378356117,-7041668956,-14652852805,1107366.699,2282521.744,18901570.08,-75769.757,-129830.7623,-243238.3551,-499987.3269,-1016726.243,-2191215.054,-4697950.315
231,-260978.3645,-743805.7693,-776286.8372,-404340.8599,-770589.2419,-643709.7474,-2829374.688,-5892.5197,-196110.6057,-72440148.85,-86025858,-113150704.1,-164069150.3,-269727820.9,-485733993.8,-956173879.6,-1868341503,-3899806118,-8125445368,802115.2185,1439306.245,11283240.45,-66073.5004,-113986.2049,-214487.0728,-441374.3924,-898092.1777,-1937299.171,-4156821.257
232,-310211.6685,-463813.2893,-478958.1123,-306943.938,-1102356.681,-9455440.548,-3589078.6,-2036194.881,-2233984.741,-81019968.48,-100923364.8,-140776253.7,-216578127.9,-372045855.6,-695257091.9,-1388868101,-2771671493,-5776012091,-12020290665,1130955.164,1858125.014,14617989.52,-69053.367,-120800.2891,-229999.8118,-475980.4542,-973580.1127,-2098771.831,-4500854.109
233,-28229.9691,-59541.6252,-193775.2233,-650333.223,-2927382.188,-302917.9903,-825272.3532,-91181.4929,-1547395.332,-111050818.4,-132148157.9,-171642369.8,-244967183.1,-391579592.6,-693635005,-1356650945,-2653531661,-5533806774,-11518567429,921223.0146,1815144.959,14944118.19,-72233.9839,-123717.6883,-231928.3427,-476447.5416,-968998.0076,-2089081.178,-4480299.892
234,1.145,5.7588,-3.2777,-75.1318,-372.6212,-258.7616,-676.5587,-1382.8819,-14552.9586,-34834614.04,-42152483.12,-56107559.83,-81847192.59,-133739272.2,-240412279.5,-475870840.5,-936585282.9,-1958433799,-4087360047,334104.7719,687715.9221,5685444.002,-57591.9168,-99102.8158,-186301.5353,-384044.1112,-782751.6355,-1690240.159,-3629952.627
235,2.039,2.318,-90.6689,-147.537,-369.4424,-537.0615,-1008.4754,-1426.4607,-9824.4232,-33761194.88,-40856546.56,-54396937.33,-79354576.29,-129693531.9,-233184609.4,-461739204.7,-908911891.5,-1900720781,-3967214653,324743.2047,670035.3864,5532414.31,-57193.6692,-98429.8818,-185055.7285,-381526.7925,-777678.0832,-1679367.687,-3606757.481
236,-28448.11,-148254.8873,-178363.2647,-302093.9343,-77157.8356,-38866.3203,-129279.6019,-201925.4459,-676236.6004,-34033884.57,-40695582.24,-52568703.22,-67355830.67,-102816984.7,-176109767.9,-342793173.5,-661476325.6,-1384020282,-2889635125,285021.0103,602490.6042,4768731.951,-52603.9012,-88175.5652,-162637.7444,-333274.9456,-674462.9623,-1457976.396,-3133913.087
237,0.88485,2.6356,4.9685,-75.0883,-296.8233,-415.4552,-2592.1469,-1937.4778,-49989.0981,-35444776.26,-42855413.84,-56967369.18,-83010016.24,-135541266.8,-243515346.5,-481522880.6,-947522651.6,-1981240213,-4134753989,336112.153,690634.3836,5723627.267,-57771.6703,-99393.5971,-186821.132,-385020.8619,-784697.495,-1694409.82,-3638844.345
238,1.0823,4.0584,7.1344,-181.5036,-263.0399,-211.4008,-1544.7469,-600.7151,-21682.7197,-44875820.95,-54053299.45,-71532074.49,-103696833.8,-168506152.7,-301587469.6,-595462057.4,-1169614235,-2444272141,-5098574304,413429.6877,852244.8603,7040531.862,-60689.5437,-104243.9338,-195689.1237,-403032.9384,-820860.4803,-1771892.821,-3804127.407
239,1.1332,3.5084,6.6143,-194.8725,-278.9541,-155.0545,-5133.3251,-4561.6243,-60441.174,-41522614.62,-50284746.27,-67032216.12,-98013845.68,-160499908.6,-288939131.8,-571624771.3,-1125238599,-2351758017,-4905950959,394892.989,806573.2242,6702181.275,-59937.4037,-103139.9206,-193882.145,-399507.9716,-814107.3685,-1757424.595,-3773264.296
240,-3.3231,-531.7368,-96.0951,-183.5344,-1973.0423,-280.7608,-565.6647,-725.5102,-14612.1166,-92397424.79,-110592879.3,-145418582.3,-209205462,-337518471.9,-600905110.3,-1183869586,-2317595234,-4835012548,-10069629137,807193.4322,1658910.378,13647044.82,-70427.2679,-120589.7163,-225836.7977,-464440.2846,-944489.1407,-2036627.403,-4368552.377
241,-31.8556,-442.0941,-480.4891,-949.0787,-1025.3457,-1164.8872,-4449.5238,-3021.7126,-6360.1091,-95343106.72,-114717594.9,-151954591.6,-220569177.1,-358943682.2,-642830677.4,-1268625454,-2488960915,-5191618553,-10810629740,848229.019,1733258.964,14339953.86,-71193.0634,-122100.4221,-228912.414,-470880.6631,-957924.862,-2065385.025,-4429840.626
242,-122299.2851,-183565.3443,-577326.6461,-561489.2534,-645365.0719,-621394.698,-1061043.902,-85838.4934,-426628.6727,-86203008.99,-103822162.7,-137659746.4,-200650605.4,-329120827.1,-594498480.5,-1177397223,-2313017812,-4825277447,-10048523540,875384.7125,1649360.83,13548463.63,-69259.1441,-119369.7754,-224740.0168,-463063.562,-943012.2985,-2033456.898,-4361770.262
243,-128758.5138,-511898.5289,-938918.8057,-167458.3098,-8420.8621,-994.1837,-31881.7088,-18155.9609,-30543.7829,-36408387.69,-50404581.9,-79152644.12,-134593638.4,-250598527.9,-492565581.2,-1031817746,-2156931533,-4500565510,-9374551050,817487.4809,1604226.696,12880200.59,-47947.3961,-94909.1793,-196130.5899,-428669.7311,-930156.2616,-2005946.513,-4303161.048
244,4.5182,4.6314,-21.843,-94.7331,-66.4207,-981.198,-1651.9287,-18321.9779,-21781.3698,-33866351.54,-46228351.2,-72279220.53,-125549692,-235883111,-465660528.2,-912979558.3,-1909203039,-3984851748,-8302636740,699023.4612,1443876.993,11457572.73,-49406.7624,-98466.8764,-204315.0858,-418578.3776,-908444.8726,-1959465.126,-4204081.777
245,-22263.58,-20981.6905,-477664.2848,-69143.4926,-2104362.445,-272866.9573,-8405215.223,-4498423.646,-7349966.724,-22474520.48,-33738064.22,-56074085.32,-101566511.9,-200574895.5,-398314725.9,-834242197.7,-1732295669,-3608683981,-7507740211,539513.9139,1342635.737,9071826.559,-42432.0109,-88894.5617,-184596.2162,-403658.0313,-875593.1047,-1888652.892,-4052332.766
246,13.9338,-45.3157,-239.9478,-699.0613,-4466.8985,-2294.6701,-31725.4893,-3621.6288,-11402.5348,-93475457.13,-112516131.5,-149188333.5,-216724612.4,-352877401.4,-632152914.6,-1247826690,-2447265073,-5104852943,-10630339561,850197.9653,1716416.953,14214009.71,-70938.1381,-121681.8891,-228149.6283,-469344.3693,-954754.1963,-2058598.757,-4415378.033
247,10.9231,10.3558,-13.8258,-851.7461,-421.9636,-630.342,-8930.1122,-1608.4022,-2160.2505,-95865865.39,-115282562.3,-152587903.5,-221264888.5,-359706091.1,-643822342.5,-1270106661,-2490826007,-5195504817,-10818719421,854683.5778,1738778.627,14394021.43,-71241.3051,-122156.9823,-228990.9272,-471005.5764,-958098.7993,-2065757.396,-4430634.447
248,8.6697,10.0508,-74.7026,-636.975,-387.4362,-10.5638,-364.7937,-11.6322,-1128.6763,-93255662.6,-111832335.4,-147391164,-212724355.5,-344255510.7,-614110183.5,-1210300775,-2371583863,-4947373786,-10303154793,811515.5923,1674411.848,13795810.49,-70670.6071,-121077.3271,-226831.3711,-466503.106,-948836.2944,-2045932.381,-4388384.264
249,9.9562,-1.1586,-579.7043,-2071.6616,-1164.6541,-465.7923,-984.7619,-610.3223,-19259.4954,-143230934,-171253207.7,-225092614.8,-323847709.7,-522650162,-930053224.9,-1830803895,-3581299130,-7463700899,-15529552749,1213662.915,2494331.713,20523786.19,-76914.0646,-131581.1736,-246212.2343,-505949.2048,-1028232.088,-2215832.043,-4750399.21
250,12.2761,5.953,-162.2049,-1045.029,-932.5921,-696.2334,-5820.5901,-6109.7723,-95752.2599,-137474652.5,-164032438.1,-214977755,-308148019.9,-495539512.6,-879569400.5,-1729935912,-3380035326,-7045172113,-14660338539,1167781.035,2389721.012,19645123.52,-76157.8697,-130209.5811,-243547.3368,-500428.4363,-1016852.647,-2191485.689,-4698529.716
251,8.1787,10.4802,-128.4186,-88.2224,-417.6911,-47.1078,-479.9225,-104.1746,-5049.9942,-130832951,-156641970.3,-206203749,-297212807.7,-480428248.5,-856015941.5,-1685833169,-3299697341,-6878129078,-14313709632,1119218.57,2298106.699,18929896.29,-75615.6409,-129423.83,-242270.328,-497950.1197,-1012186.718,-2181502.935,-4677264.654
252,13.8654,-79.8827,-190.6841,-4008.1481,-11468.785,-4857.8222,-8373.7196,-13583.5712,-203503.6861,-130583829.9,-157080863,-208044971,-302371270.9,-492410615.4,-882378989.2,-1739851262,-3414310643,-7116422685,-14808042068,1117473.118,2299103.162,19047249.2,-75865.4547,-130039.4544,-243688.1331,-500962.7205,-1018794.314,-2195639.583,-4707376.097
253,1.3898,-51.1425,-227.2696,-3195.3773,-2750.4403,-5488.9869,-9536.1954,-5894.248,-12185.1745,-126748548.9,-151267569.1,-198116794.8,-284017275.5,-456665904.5,-810813206.3,-1593554094,-3115656788,-6495351522,-13518777483,1056343.393,2180377.897,17945735.85,-74929.061,-128128.165,-239702.6693,-492517.9402,-1001000.987,-2157568.851,-4626271.419
254,13.8596,-57.8915,-238.9865,-710.8736,-5448.7973,-891.9337,-5473.7368,-5759.1576,-110371.4327,-112139797,-134791760.7,-178242708.5,-258502490.7,-420112754.2,-751897819.8,-1482520400,-2908646688,-6064763294,-12624225700,962722.0943,1989905.215,16454475.2,-73524.6486,-126018.9244,-236161.406,-485594.0404,-987677.747,-2129059.226,-4565522.466
255,3.8218,9.3163,-51.2242,-2101.1537,-5469.9542,-4563.102,-37418.874,-2626.3498,-69470.8859,-73793743.95,-88376106.1,-116307805.3,-167346360.6,-270194541.3,-481110793.3,-947793064.9,-1854592239,-3871190165,-8066228820,674120.3434,1353774.124,11182312.62,-67235.6043,-115199.7799,-215833.2618,-444005.1424,-903093.4244,-1948008.416,-4179656.574
256,4.5886,9.537,-26.9663,-376.2392,-1204.8394,-4237.8985,-18098.8009,-1378.555,-42493.1694,-77224733.43,-92840285.46,-122669175.4,-177614611.9,-288296540.2,-515499696.7,-1017317004,-1996837550,-4167352233,-8681952173,674753.8083,1411684.543,11595966.76,-68080.7876,-116759.6788,-218917.5379,-450464.351,-916724.3109,-1977191.807,-4241867.798
257,2.2794,5.6064,-18.6856,-194.0568,-225.1301,-583.7046,-11395.0677,-1556.6966,-59677.1191,-72546365.61,-87028622.35,-114797839.6,-165645919.8,-267988060.3,-478105202.4,-943251972.3,-1847841723,-3857139783,-8037047403,661968.7683,1344712.008,11078628.16,-67095.3022,-115010.1142,-215565.9499,-443590.1254,-902457.9206,-1946647.904,-4176756.875
258,6.7661,-227.2375,-601.5007,-1608.4046,-207.1762,-1741.1697,-128159.2533,-75365.6814,-1757575.278,-51727389.86,-63411009.89,-84958247.7,-125330126.9,-206945711.1,-374719371.6,-741249806.6,-1464237599,-3057985136,-6372075350,465574.9948,984639.2944,8207896.02,-63168.3875,-108824.6509,-204717.827,-421641.6022,-859612.4078,-1854891.27,-3981025.34
259,13.3096,-97.5829,-343.0474,-5682.2256,-2382.1387,-17263.314,-71178.3113,-10393.7753,-258459.1149,-59299233.23,-71391265.3,-94682323.26,-137290860.9,-223061000.9,-399494044.2,-790308222.1,-1550053694,-3236938906,-6747030671,573938.5845,1149539.462,9457796.739,-64468.5363,-110661.9636,-207661.1492,-427687.329,-870521.3548,-1878261.246,-4030946.907
260,3.8719,11.8882,-132.7471,-830.8864,-820.0104,-1882.4287,-29698.5633,-5271.7349,-76850.1409,-57636234.26,-69613134.19,-92559371.52,-134981085.9,-220565705.9,-396515911.7,-783111076.3,-1539354702,-3214668763,-6701094734,537059.969,1082976.1,9018965.808,-64240.1016,-110405.1853,-207347.9182,-426893.3185,-869303.5727,-1875653.709,-4025396.275
261,-365697.0715,-289329.5146,-759857.8251,-243273.3688,-1301735.568,-1271654.307,-4569138.739,-1397628.225,-38058442.57,-50097399.3,-60574595.38,-80028561.71,-118794178,-197380170.1,-359267077,-705214766.2,-1403697898,-2929060780,-6052846396,456122.3082,958680.2307,7747857.033,-60684.0689,-105185.327,-199021.1527,-409417.21,-838081.9423,-1808582.61,-3879311.92
262,-6317.7879,-16178.7029,-18039.8386,-26708.6282,-16049.5563,-36361.4632,-305430.217,-394769.1356,-5652465.643,-50148228.56,-62630179.09,-86542474.71,-131204412.8,-223117652.6,-412648028.6,-820765917,-1633484623,-3409786617,-7097225516,502516.2179,1029978.755,8791770.166,-63418.6584,-109940.9985,-207764.7768,-428327.3001,-874622.7301,-1887014.58,-4049331.953
263,-34032.1851,-155345.1128,-222215.6263,-14477.6795,-11853.9388,-11894.3737,-97139.4466,-154405.2674,-2103092.716,-37511836.53,-46036385.56,-62513146.85,-94230353.64,-158719465.9,-291558031.1,-580014855.1,-1152295199,-2407763700,-5018724923,364610.924,758024.0665,6423480.255,-59091.361,-102428.744,-193540.9337,-399426.6512,-815878.1378,-1761198.726,-3781163.736
264,0.718,4.0057,7.1578,-64.0762,-83.7936,-136.8319,-1955.0513,-48.0495,-717.716,-21556101.41,-26080657.06,-34681888.8,-50459648.12,-82254211.67,-147688207.6,-292545852.7,-575658549,-1205345934,-2518746991,217947.9801,443114.7646,3661939.923,-51553.6045,-88779.0026,-167019.338,-344627.1789,-702839.9323,-1518939.288,-3264397.253
265,1.3606,4.3858,1.5148,-33.1211,-149.3871,-2047.8854,-1208.8815,-812.0493,-911.5016,-21753687.74,-26387964.14,-35208766.08,-51435780.27,-84158370.16,-151490881.8,-300430093.2,-591904595,-1239261573,-2589430729,220454.9176,450934.8286,3725851.558,-51783.1062,-89247.4621,-167992.0944,-346715.1531,-707272.9458,-1528444.866,-3284687.849
266,1.237,3.5355,-0.75693,-149.8273,-19.8588,-33.1661,-203.6965,-188.0982,-746.4219,-21503976.29,-26049450.33,-34684861.32,-50564141.73,-82576088.65,-148446350.3,-294161092.4,-579286691.3,-1212920203,-2534532559,215816.9794,442261.2144,3653892.763,-51578.4182,-88859.0509,-167215.2979,-345059.0007,-703838.5512,-1521080.615,-3268968.151
267,7.7678,3.6145,-42.9941,-215.8724,-79.4676,0.81765,-135.8058,-206.8262,-2821.5278,-128780809.1,-154057357.7,-202537320.9,-291508232.1,-470558618.3,-837683132.7,-1649128591,-3227073177,-6727094123,-14000074603,1094999.921,2254007.591,18551729.09,-75323.8393,-128894.6827,-241246.1558,-495824.9173,-1007844.856,-2172212.938,-4657472.211
268,6.9961,10.4867,-61.7133,-310.9421,-238.5499,-181.8012,-551.4695,-214.473,-2125.5004,-126647721.3,-151535710.7,-199251007.1,-286894263.5,-463324381.3,-825174124.1,-1624200570,-3179146738,-6627419304,-13793084111,1072932.12,2208911.138,18208040.05,-75083.95,-128500.4059,-240535.7087,-494357.488,-1004931.768,-2165979.875,-4644192.347
269,6.2539,10.7588,-23.824,-355.1595,-330.0176,-627.1011,-10285.0228,-1585.35,-4955.1622,-124591897.8,-149588782.3,-197683806.2,-286278390.2,-464750828.5,-830888164.7,-1637531120,-3209009530,-6689520751,-13922038963,1083271.183,2205394.424,18260392.32,-75050.4198,-128576.8056,-240859.0846,-495140.1295,-1006744.428,-2169858.311,-4652455.451
