,mean_MFCC_2nd_coef,mean_MFCC_7th_coef,mean_MFCC_10th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta
138,3.3667,0.77045,0.28041,2.3568,0.84513,0.69338,0.52247,0.38174,0.3761,0.29559,0.23178,0.1148,0.094228,0.075134,0.099218,0.1168,0.087282,0.049403,0.069838
139,4.2853,0.40493,0.102,1.1295,0.42553,0.59247,0.29404,0.25056,0.20752,0.064511,0.11131,0.055278,0.042414,0.059331,0.064456,0.057398,0.038463,0.032777,0.030861
140,4.488,0.91441,0.45917,0.61302,0.73772,0.26553,0.38844,0.33084,0.34405,0.056358,0.083865,0.10603,0.089807,0.058969,0.043951,0.042351,0.054441,0.043754,0.03895
141,-2.316,-0.4228,-0.72564,0.52469,0.46691,0.21249,0.21803,0.26152,0.16971,0.013754,0.070639,0.058589,0.054926,0.042935,0.031828,0.026318,0.038343,0.035985,0.029394
142,-2.4654,-0.29307,-0.18495,0.6717,0.57469,0.25586,0.22237,0.21812,0.16496,0.037456,0.10627,0.092222,0.06272,0.05443,0.045076,0.033946,0.031597,0.036317,0.030961
143,-2.2032,0.063547,-0.30438,0.56719,0.53338,0.30995,0.27817,0.31979,0.17905,0.03249,0.063804,0.077393,0.063978,0.046287,0.045974,0.040285,0.034326,0.033826,0.03183
144,0.66896,-0.45271,-0.50048,0.3877,0.38697,0.2837,0.31984,0.36976,0.30069,0.016837,0.035331,0.039313,0.054056,0.036974,0.03405,0.028504,0.032693,0.028772,0.025632
145,-0.39663,-0.2233,-0.6507,0.4245,0.4189,0.37508,0.30857,0.31319,0.34133,0.017825,0.04756,0.035485,0.055821,0.053689,0.038731,0.042686,0.038228,0.045901,0.0334
146,0.4711,-0.86489,-0.48868,0.4766,0.33135,0.22795,0.49256,0.23386,0.24939,0.016596,0.039383,0.034339,0.058222,0.044016,0.039524,0.02236,0.03917,0.026546,0.027348
147,-3.2805,1.1195,-1.3159,0.77431,0.55006,0.22089,0.18,0.19662,0.14242,0.012075,0.13956,0.10327,0.068236,0.040737,0.037849,0.027314,0.03032,0.032789,0.025476
148,-3.4814,1.116,-1.6461,0.46049,0.51855,0.34667,0.34931,0.3315,0.26617,0.015672,0.077008,0.069151,0.054444,0.043989,0.035609,0.043761,0.035081,0.032471,0.030304
149,-3.4442,1.1816,-1.8555,0.76325,0.56794,0.34688,0.28884,0.28442,0.18295,0.020835,0.091311,0.078908,0.058252,0.035441,0.039015,0.029983,0.034432,0.042427,0.03588
150,1.5745,0.48837,-0.61068,0.72724,0.28534,0.67171,0.41243,0.21114,0.2021,0.019036,0.073731,0.026692,0.041104,0.031657,0.044744,0.055136,0.040694,0.030211,0.029114
151,1.901,0.40238,-0.96666,0.7007,0.26926,0.51599,0.32776,0.15573,0.17184,0.031551,0.072458,0.038319,0.055716,0.038038,0.042742,0.050082,0.042897,0.023099,0.02752
152,2.4463,0.6695,-0.76626,0.55908,0.312,0.53908,0.30544,0.23207,0.24708,0.0105,0.063165,0.036351,0.057285,0.030849,0.039285,0.052563,0.036506,0.025625,0.027192
153,2.7214,-1.0872,-1.5386,0.62347,0.44792,0.42029,0.30837,0.31747,0.24207,0.047842,0.074774,0.060361,0.066288,0.064937,0.069699,0.052268,0.049788,0.049439,0.054529
154,4.0278,-0.6623,-1.5392,0.6563,0.40182,0.43664,0.40913,0.43565,0.29564,0.039867,0.067416,0.061083,0.050503,0.0589,0.05547,0.054786,0.041139,0.045413,0.045129
155,2.4045,-0.71729,-1.4118,0.86076,0.59198,0.42662,0.34435,0.40548,0.25763,0.039774,0.11448,0.070081,0.06889,0.06796,0.059302,0.056997,0.049248,0.056726,0.058637
156,0.30319,0.39533,-0.32827,0.82904,0.24436,0.30431,0.15962,0.37643,0.32832,0.034265,0.15238,0.041911,0.045151,0.030931,0.042564,0.058528,0.024626,0.069551,0.058299
157,0.50061,0.081614,-0.37182,0.80753,0.28125,0.27241,0.21356,0.34638,0.30367,0.035577,0.1339,0.039212,0.0477,0.064954,0.057509,0.048443,0.026127,0.048286,0.041318
158,0.44879,0.24318,0.068918,0.84527,0.33416,0.38215,0.18385,0.33214,0.27392,0.043281,0.16893,0.037445,0.048106,0.058624,0.040211,0.076215,0.029793,0.062095,0.058392
159,2.8367,0.32589,-1.0499,0.27293,0.33382,0.34472,0.25285,0.16393,0.21485,0.011932,0.042959,0.035407,0.042738,0.029383,0.039659,0.035681,0.026864,0.022952,0.032269
160,2.508,-0.063262,-0.36488,0.32642,0.30849,0.2671,0.29844,0.28015,0.24181,0.013211,0.041805,0.037263,0.045249,0.035262,0.034967,0.039244,0.03693,0.046765,0.029119
161,3.5551,0.4156,0.27021,0.35809,0.34948,0.35038,0.28439,0.24721,0.28939,0.030221,0.045045,0.036926,0.04641,0.040361,0.037415,0.044275,0.034419,0.031093,0.039208
162,4.0634,0.71832,0.59403,0.67528,0.52276,0.46254,0.42646,0.50385,0.37937,0.032875,0.067247,0.075133,0.084903,0.083109,0.060998,0.053688,0.066181,0.064578,0.052247
163,4.6675,0.90258,0.67281,0.55056,0.42197,0.40785,0.505,0.47093,0.41863,0.054518,0.058055,0.062874,0.077681,0.078307,0.064751,0.066791,0.067452,0.055508,0.066129
164,3.9422,0.74277,0.32666,0.53374,0.51385,0.54401,0.64709,0.53039,0.41875,0.046748,0.074835,0.069434,0.071637,0.077962,0.079559,0.064948,0.072602,0.062627,0.071424
165,2.46,-0.63249,-1.219,1.756,0.38553,0.63856,0.56343,0.36296,0.3285,0.068836,0.19991,0.065164,0.09526,0.073386,0.067018,0.057197,0.050139,0.048064,0.038637
166,3.0492,-0.85959,-1.1749,1.7442,0.36924,0.40645,0.40634,0.3043,0.27672,0.051995,0.30234,0.074457,0.15468,0.066584,0.081558,0.068753,0.077641,0.040072,0.042111
167,2.2298,-1.1554,-1.1243,2.0359,0.49446,0.41956,0.38059,0.3869,0.27786,0.038727,0.27118,0.062363,0.12218,0.079751,0.077306,0.058713,0.047143,0.062549,0.04523
168,0.42193,2.142,-0.58459,0.62292,0.63264,0.51479,0.44947,0.48949,0.27394,0.065246,0.076381,0.087399,0.080614,0.079144,0.078351,0.071664,0.07215,0.077187,0.05546
169,1.1199,1.9702,-1.1361,0.48992,0.49091,0.39373,0.41861,0.39365,0.40762,0.047975,0.061314,0.051626,0.060353,0.063075,0.074986,0.044772,0.056467,0.058031,0.053434
170,1.1062,2.1193,-0.986,0.53502,0.52392,0.44907,0.42646,0.46611,0.27313,0.039684,0.064469,0.06908,0.069449,0.074747,0.053318,0.061597,0.055239,0.058203,0.05032
171,2.3982,1.2177,-0.77775,0.38982,0.42302,0.308,0.32132,0.29008,0.39897,0.054726,0.05432,0.054284,0.042404,0.038193,0.045071,0.048138,0.042508,0.04394,0.037795
172,2.1255,0.98841,-0.8313,0.67363,0.60872,0.37506,0.36004,0.34204,0.18512,0.044827,0.068758,0.079183,0.050685,0.043501,0.044003,0.060632,0.059185,0.042201,0.048145
173,2.8281,1.0868,-0.7831,0.89356,0.84279,0.28234,0.287,0.36181,0.22068,0.072552,0.064658,0.077642,0.062888,0.053484,0.047266,0.041413,0.049079,0.057469,0.049644
174,1.8072,0.47512,0.26062,0.42127,0.25396,0.21146,0.30866,0.28293,0.18128,0.0089412,0.051142,0.033052,0.036458,0.035331,0.033098,0.035951,0.046645,0.034418,0.034779
175,0.97676,0.21899,0.32401,0.26825,0.26072,0.32331,0.26472,0.2119,0.17967,0.021818,0.039072,0.041545,0.036398,0.028331,0.031077,0.03039,0.033772,0.029874,0.027057
176,0.86663,0.045281,0.23725,0.23772,0.31596,0.35037,0.29362,0.25102,0.1715,0.03058,0.039975,0.046482,0.043948,0.041567,0.032745,0.030767,0.026028,0.042173,0.028037
177,1.6355,-0.93885,-0.88183,0.31053,0.35804,0.26051,0.28541,0.22665,0.18984,0.023545,0.050643,0.056831,0.038303,0.032697,0.045485,0.042227,0.045702,0.031702,0.029505
178,1.2118,0.004522,-1.3651,0.33065,0.23757,0.32555,0.17672,0.36049,0.25175,0.022617,0.045557,0.035757,0.047498,0.064727,0.029411,0.047943,0.02663,0.056481,0.027968
179,0.91354,-0.068269,-1.1595,0.58742,0.274,0.55074,0.56828,0.29789,0.21171,0.043765,0.088142,0.048178,0.043567,0.044403,0.039138,0.067205,0.053401,0.040519,0.044139
180,2.5204,0.075395,-0.5093,0.29797,0.3299,0.26442,0.23443,0.26493,0.1886,0.025522,0.035652,0.044474,0.035469,0.030454,0.035987,0.032776,0.03379,0.033997,0.025631
181,0.83091,0.31441,-1.1049,0.33832,0.5034,0.37511,0.25527,0.26131,0.24138,0.065743,0.056508,0.083511,0.051549,0.069182,0.050234,0.054493,0.037735,0.038002,0.041265
182,1.1028,0.18562,-1.0812,0.34411,0.60664,0.26543,0.27715,0.28934,0.2026,0.038043,0.047877,0.073162,0.056935,0.049392,0.044266,0.033663,0.03724,0.040015,0.043531
183,3.0178,-0.83718,-0.28813,0.53448,0.45803,0.2748,0.27399,0.25246,0.25899,0.05871,0.087716,0.055612,0.0769,0.066612,0.065623,0.044699,0.034154,0.034395,0.036284
184,2.8488,-0.35876,-0.40104,0.70463,0.88037,0.31782,0.29631,0.2894,0.28898,0.072449,0.09244,0.081017,0.092035,0.079105,0.055252,0.04663,0.045392,0.051894,0.047656
185,3.9411,-0.33724,-0.3376,0.54707,0.37158,0.33867,0.33858,0.38102,0.24085,0.082583,0.069577,0.055659,0.051234,0.059035,0.053638,0.046504,0.041068,0.049496,0.028962
186,0.47468,1.5169,-0.018324,0.77691,0.90382,0.5013,0.44226,0.39345,0.3302,0.04834,0.11187,0.14288,0.075194,0.073019,0.071625,0.077145,0.062569,0.059845,0.05125
187,1.6453,1.6764,-0.15728,0.61515,0.6893,0.4023,0.41698,0.40768,0.33502,0.04085,0.086289,0.086444,0.083047,0.073419,0.055006,0.059985,0.06466,0.057674,0.056959
188,1.2614,2.0745,0.27777,0.50744,0.53536,0.31315,0.32813,0.33194,0.26702,0.030635,0.066347,0.077805,0.056074,0.059482,0.052775,0.046463,0.045371,0.052471,0.042812
189,2.5566,-0.5464,-0.087283,0.32537,0.27619,0.27,0.26402,0.28938,0.23965,0.031261,0.041561,0.042296,0.032517,0.040856,0.04619,0.03939,0.044958,0.03847,0.030738
190,2.7981,-0.28457,0.14442,0.42789,0.29157,0.28357,0.25335,0.2363,0.2746,0.035245,0.047118,0.050117,0.039634,0.039479,0.04222,0.048469,0.044302,0.034973,0.033269
191,2.545,-0.74211,0.0018813,0.56985,0.30334,0.31234,0.27155,0.27858,0.26972,0.05243,0.05702,0.049018,0.04662,0.038664,0.045825,0.041334,0.041636,0.046268,0.03735
192,3.1797,-0.36145,-0.89929,1.029,0.50305,0.4431,0.38332,0.40948,0.2893,0.1085,0.13063,0.091544,0.11245,0.055312,0.069575,0.070317,0.060864,0.063543,0.060642
193,2.9506,-0.71561,-1.5841,1.6478,0.46796,0.59167,0.52573,0.51951,0.319,0.079312,0.21822,0.077175,0.093635,0.067137,0.066923,0.077285,0.089168,0.081297,0.053548
194,3.9929,-0.35686,-0.51858,1.0866,0.51025,0.50802,0.41638,0.3617,0.33452,0.11098,0.14441,0.077512,0.13006,0.064877,0.074929,0.068281,0.059743,0.060121,0.048673
195,2.7871,-0.29399,-0.28986,1.0342,0.27505,0.17945,0.14772,0.17813,0.14538,0.01675,0.089831,0.026825,0.028944,0.034756,0.03031,0.02049,0.018555,0.02192,0.020103
196,1.4875,-0.55456,-0.18684,1.0072,0.39498,0.18212,0.1916,0.14437,0.13771,0.016771,0.12651,0.047463,0.040725,0.042031,0.029587,0.027712,0.025154,0.023093,0.022726
197,2.3494,-0.56799,-0.25167,1.1394,0.38767,0.21338,0.16802,0.16234,0.10762,0.011994,0.10519,0.060953,0.033579,0.044771,0.028568,0.032203,0.021638,0.024883,0.017967
198,2.7809,-0.27035,-1.4718,0.44115,0.43959,0.27073,0.3381,0.21207,0.2584,0.01823,0.054321,0.044968,0.043977,0.058323,0.04307,0.033368,0.036867,0.033396,0.03624
199,4.1549,0.15243,-1.4477,0.29448,0.45421,0.28374,0.27404,0.2199,0.29175,0.027653,0.047555,0.051338,0.046913,0.04481,0.032404,0.033344,0.032238,0.034505,0.031022
200,4.4001,-0.080918,-1.0738,0.43831,0.3954,0.25202,0.32887,0.32393,0.19412,0.033848,0.095598,0.053707,0.051353,0.066176,0.040129,0.039667,0.04494,0.046264,0.034305
201,0.98162,0.3939,-0.23416,0.41601,0.29745,0.28307,0.21133,0.21727,0.22583,0.02289,0.039178,0.034597,0.02879,0.032645,0.025361,0.027725,0.02442,0.025632,0.027474
202,-0.076025,0.15601,-1.4205,0.28829,0.32185,0.23851,0.17266,0.30532,0.17577,0.022397,0.038207,0.047011,0.035694,0.036002,0.029392,0.036152,0.026442,0.030921,0.021899
203,0.18989,0.54973,-1.4519,0.4074,0.32837,0.25341,0.22922,0.18884,0.17368,0.035348,0.041856,0.050531,0.04959,0.052143,0.039037,0.032122,0.030179,0.025493,0.029228
204,1.2524,1.064,-0.73069,0.3753,0.317,0.26777,0.27423,0.25083,0.21639,0.029048,0.053279,0.055224,0.045073,0.04824,0.045391,0.049913,0.036025,0.038234,0.043789
205,2.7982,0.94314,-0.58809,0.51867,0.37226,0.33488,0.38585,0.28234,0.23708,0.052948,0.060954,0.042038,0.038904,0.042132,0.027752,0.051412,0.046965,0.041847,0.031853
206,2.2702,0.83799,-0.86778,0.79611,0.4795,0.43413,0.31818,0.2651,0.22588,0.072849,0.14399,0.068995,0.085665,0.073087,0.08971,0.076754,0.047188,0.039888,0.030033
207,-0.53723,0.77416,-1.2819,0.38,0.308,0.27441,0.22143,0.22696,0.20653,0.013594,0.057664,0.037064,0.039067,0.034986,0.02251,0.026417,0.030334,0.026359,0.025286
208,-0.1365,1.3181,-1.1215,0.34343,0.57503,0.24862,0.20336,0.17659,0.21801,0.013883,0.044799,0.049709,0.030943,0.031066,0.024516,0.035039,0.026636,0.023017,0.024827
209,-1.253,1.0443,-1.5928,0.30747,0.38194,0.2306,0.21455,0.2562,0.21907,0.01533,0.042893,0.04612,0.035113,0.038459,0.030371,0.034663,0.024817,0.025785,0.028929
210,2.6661,0.39289,-1.4903,0.59076,0.33464,0.38493,0.5099,0.37384,0.32133,0.047268,0.073296,0.052902,0.082708,0.089502,0.056271,0.050755,0.058527,0.049254,0.043773
211,3.1676,0.8886,-1.5556,0.65064,0.4282,0.42417,0.42952,0.37366,0.39744,0.050109,0.079219,0.065738,0.068689,0.086823,0.057342,0.069792,0.059309,0.054865,0.059842
212,2.7215,0.46695,-1.7057,0.59123,0.36613,0.36063,0.48228,0.32423,0.26836,0.053794,0.072283,0.057513,0.071082,0.091469,0.056013,0.056616,0.070433,0.046088,0.048802
213,1.9581,0.54308,-0.62604,0.35019,0.40394,0.28935,0.33634,0.21515,0.1966,0.020506,0.041596,0.064851,0.048344,0.053114,0.043188,0.03883,0.040936,0.036063,0.036837
214,0.96852,0.92052,-0.43393,0.71474,0.67991,0.37879,0.30021,0.16716,0.21016,0.023382,0.067646,0.059869,0.049683,0.034402,0.028875,0.035842,0.039295,0.026702,0.02926
215,1.933,0.71137,-0.38978,0.55787,0.44136,0.41079,0.29363,0.23916,0.2967,0.046668,0.070127,0.057072,0.046026,0.046294,0.048721,0.049785,0.037503,0.03258,0.037466
216,3.4988,0.38314,-0.24475,0.30889,0.298,0.27968,0.26964,0.25148,0.23116,0.025246,0.044484,0.040661,0.050518,0.046579,0.035771,0.035701,0.043289,0.039692,0.042117
217,3.943,-0.023268,-0.19074,0.30367,0.39063,0.28048,0.26874,0.29479,0.26729,0.029035,0.047793,0.060115,0.054814,0.040065,0.044146,0.0443,0.032891,0.035603,0.04199
218,3.6665,-0.020168,0.079065,0.36499,0.37474,0.28698,0.29463,0.2595,0.25103,0.032204,0.06109,0.046712,0.052402,0.0484,0.043955,0.037382,0.044566,0.038015,0.036966
219,0.40917,0.0011231,0.53597,0.64646,0.51679,0.27068,0.31969,0.37016,0.18721,0.020796,0.093965,0.065385,0.06113,0.055248,0.04571,0.040265,0.042749,0.048411,0.036746
220,0.81025,-0.10764,0.69485,0.75082,0.60957,0.20722,0.25918,0.18129,0.24995,0.022589,0.093144,0.083958,0.054808,0.05348,0.046898,0.025071,0.036875,0.025805,0.023385
221,1.2629,-0.032318,1.0072,0.66414,0.47336,0.24694,0.21225,0.20875,0.18193,0.014924,0.072566,0.053762,0.045501,0.042462,0.029883,0.032454,0.033623,0.023467,0.025096
222,0.83331,-0.35765,-0.68594,0.30283,0.52817,0.24916,0.38099,0.20699,0.20995,0.032008,0.039313,0.074192,0.045221,0.040802,0.035425,0.041422,0.035215,0.029823,0.028728
223,1.9259,-0.58188,-0.47627,0.46975,0.5079,0.54365,0.3095,0.25495,0.26112,0.039769,0.057512,0.064909,0.050486,0.04803,0.039786,0.035363,0.038613,0.025705,0.030001
224,0.78586,-0.47576,-0.90459,0.41105,0.87853,0.2487,0.2955,0.2123,0.18881,0.031141,0.062973,0.097982,0.057562,0.051942,0.040084,0.032312,0.040275,0.027394,0.030987
225,1.9186,1.1958,-0.3826,0.25715,0.2155,0.2434,0.1907,0.26255,0.21978,0.012987,0.026628,0.027219,0.037319,0.029921,0.032239,0.03557,0.023429,0.029376,0.028718
226,1.7404,1.259,-0.17867,0.30194,0.29528,0.32438,0.26728,0.23455,0.31448,0.017365,0.040477,0.037916,0.040905,0.0408,0.033157,0.042301,0.033145,0.034029,0.028493
227,1.4279,1.354,-0.39723,0.27668,0.42622,0.28683,0.26141,0.24575,0.27631,0.014312,0.040823,0.035696,0.04058,0.042243,0.028938,0.038772,0.037592,0.032573,0.034175
228,2.2881,0.84402,-1.5687,0.5596,0.65231,0.58568,0.42481,0.33259,0.23683,0.047913,0.062119,0.056847,0.054858,0.076699,0.06058,0.057815,0.04629,0.05305,0.05543
229,1.246,1.357,-1.3852,0.50713,0.50141,0.44387,0.45245,0.3721,0.31088,0.04243,0.066585,0.075255,0.071363,0.075887,0.060813,0.060568,0.064973,0.053456,0.049742
230,1.4275,1.1331,-1.8913,0.78466,0.62368,0.51991,0.43364,0.43952,0.3709,0.044472,0.098822,0.072415,0.080429,0.081955,0.07055,0.076735,0.063565,0.045306,0.054549
231,2.7908,-0.30641,-1.1243,0.49697,0.41331,0.28009,0.23257,0.29339,0.23002,0.034642,0.050458,0.065918,0.047149,0.033162,0.037553,0.032739,0.031168,0.031518,0.032401
232,3.4471,0.15811,-1.5988,0.8131,0.61094,0.39336,0.27008,0.25616,0.28157,0.043738,0.078861,0.090082,0.066673,0.063093,0.048086,0.054898,0.04017,0.036668,0.029427
233,3.4752,0.11655,-1.791,0.57486,0.73445,0.41321,0.3338,0.39326,0.3275,0.036965,0.074092,0.1036,0.062752,0.041627,0.039483,0.057287,0.043681,0.049245,0.046338
234,2.669,-0.72287,1.1373,0.51688,0.23737,0.31192,0.28849,0.26849,0.26228,0.02913,0.07467,0.034122,0.045543,0.03669,0.038426,0.047125,0.038573,0.038407,0.029899
235,3.1227,-0.66932,1.3317,0.53767,0.28536,0.27534,0.27677,0.22257,0.36329,0.03094,0.076647,0.036613,0.046302,0.041437,0.035224,0.036783,0.036828,0.029808,0.032801
236,2.2459,-1.1273,0.84971,0.97468,0.46659,0.5224,0.39742,0.30261,0.30452,0.19343,0.12613,0.060289,0.077659,0.045561,0.062836,0.070379,0.063971,0.045327,0.064894
237,-0.71858,-0.36393,-1.3215,0.89745,0.73327,0.47711,0.38812,0.30356,0.15874,0.034572,0.11975,0.10648,0.099371,0.081499,0.076656,0.065762,0.060586,0.039137,0.046159
238,-1.2659,-0.22062,-1.0302,0.68179,0.58522,0.43547,0.33679,0.29697,0.18783,0.03349,0.0863,0.08456,0.083862,0.071356,0.075127,0.054118,0.050461,0.044101,0.040348
239,-1.2335,-0.28323,-1.1639,0.65923,0.65941,0.4418,0.40428,0.31682,0.2513,0.032681,0.091906,0.085539,0.079623,0.076812,0.075111,0.05158,0.055784,0.044077,0.036987
240,2.0394,-0.15206,-1.2583,0.25663,0.25564,0.2606,0.25068,0.22845,0.23002,0.01541,0.028913,0.030741,0.040026,0.032048,0.02973,0.030721,0.029536,0.031381,0.029444
241,2.8571,-0.11008,-1.2255,0.25344,0.22771,0.2216,0.21404,0.20282,0.19438,0.011717,0.033853,0.032144,0.03069,0.03884,0.031063,0.03033,0.032463,0.025095,0.029366
242,2.6081,0.064349,-1.0255,0.32854,0.24362,0.34119,0.29479,0.25516,0.20545,0.024103,0.032671,0.03207,0.032259,0.037488,0.03528,0.031779,0.035138,0.033673,0.031867
243,-0.38387,-0.3228,-0.10637,0.70701,0.74032,0.56321,0.41253,0.29509,0.22979,0.0499,0.080461,0.10081,0.090367,0.077821,0.052397,0.06112,0.053136,0.044319,0.049581
244,0.49368,-0.8124,0.19262,0.90338,0.56559,0.55771,0.331,0.33504,0.28161,0.063812,0.12984,0.094425,0.077529,0.099661,0.12263,0.084155,0.053899,0.050139,0.067693
245,-1.6148,0.014715,-0.87076,0.86525,0.63313,0.63432,0.53474,0.49395,0.33667,0.15889,0.14866,0.087556,0.14144,0.10917,0.14699,0.086083,0.11356,0.067995,0.080942
246,2.5324,0.087421,-1.2182,0.859,0.42837,0.40539,0.40072,0.36983,0.34695,0.096786,0.089057,0.051923,0.077206,0.048054,0.054524,0.055923,0.064433,0.053523,0.042167
247,2.1062,0.22078,-1.3282,1.1265,0.39549,0.36055,0.3902,0.41494,0.34378,0.055043,0.12329,0.067238,0.092286,0.061998,0.047816,0.062251,0.057602,0.044594,0.039091
248,1.9583,-0.13136,-1.0523,1.4006,0.34393,0.33392,0.36799,0.3864,0.30746,0.041688,0.1169,0.050301,0.074693,0.061466,0.048245,0.047957,0.044414,0.053986,0.042733
249,3.2857,0.24301,-0.34445,0.26462,0.30505,0.25097,0.25338,0.3059,0.18078,0.030865,0.037439,0.042715,0.04071,0.042718,0.041105,0.03429,0.038014,0.040339,0.042
250,3.3212,0.54292,-0.92636,0.4374,0.35544,0.30691,0.23125,0.30785,0.20377,0.025313,0.049487,0.044339,0.048272,0.034386,0.032811,0.048153,0.030388,0.033759,0.038326
251,3.1705,0.49005,-0.8389,0.3169,0.3026,0.31918,0.24574,0.33109,0.20962,0.020934,0.039302,0.03708,0.036808,0.037356,0.038418,0.033847,0.032907,0.037206,0.04061
252,2.6378,1.4267,-0.87526,0.34979,0.29887,0.44661,0.33252,0.45023,0.25101,0.039333,0.041417,0.039597,0.047038,0.046533,0.03977,0.041391,0.041076,0.043274,0.03846
253,2.8502,1.8528,-0.61804,0.29299,0.36077,0.31428,0.28408,0.3076,0.24531,0.037457,0.040469,0.039556,0.039865,0.035968,0.034047,0.035907,0.037282,0.042406,0.048914
254,3.844,0.6986,-0.63633,0.24411,0.28718,0.35399,0.25795,0.29795,0.24782,0.031525,0.033893,0.033775,0.03239,0.042154,0.03546,0.034123,0.041438,0.0392,0.033239
255,1.1154,-1.0048,-1.8957,0.58845,0.4975,0.19728,0.20549,0.22346,0.16299,0.018929,0.08275,0.072296,0.065452,0.042424,0.037624,0.026817,0.030727,0.034791,0.025189
256,0.54647,-0.8528,-1.7071,0.60981,0.36966,0.29334,0.17245,0.22673,0.22153,0.021766,0.059576,0.045773,0.054994,0.036822,0.030401,0.027409,0.026836,0.032731,0.022867
257,0.37494,-1.4381,-1.6035,0.46081,0.2439,0.17939,0.20034,0.45317,0.15303,0.012243,0.058337,0.036076,0.043238,0.031415,0.027297,0.021807,0.035524,0.030877,0.024351
258,3.4491,0.063772,0.21822,0.45504,0.35157,0.23463,0.31484,0.31466,0.25614,0.046828,0.053046,0.041375,0.059993,0.036841,0.029125,0.033144,0.030371,0.03654,0.035602
259,4.1386,-0.21723,0.31255,0.47369,0.40343,0.33404,0.41637,0.28023,0.24781,0.026596,0.06047,0.04651,0.057781,0.044025,0.047597,0.040243,0.042446,0.037982,0.04839
260,3.2347,-0.63055,0.60608,0.8195,0.3598,0.40347,0.28787,0.44794,0.52529,0.044732,0.084819,0.052942,0.04877,0.043537,0.034272,0.038268,0.042641,0.053675,0.047452
261,1.8307,1.0002,-0.11611,0.60584,0.33559,0.51686,0.44147,0.33188,0.30812,0.041721,0.054249,0.047037,0.054052,0.05307,0.04025,0.042651,0.05844,0.038603,0.039439
262,1.5774,1.3547,0.41083,0.54213,0.32931,0.4317,0.39748,0.33368,0.28538,0.030798,0.047622,0.037106,0.040976,0.040769,0.047788,0.042125,0.036755,0.035857,0.03576
263,2.1968,0.7547,0.37983,0.27676,0.32824,0.35045,0.25611,0.27298,0.31808,0.022883,0.038194,0.042668,0.038719,0.033636,0.031628,0.040573,0.033132,0.035514,0.033334
264,2.5555,-0.58246,-0.30619,0.43569,0.26581,0.18546,0.20652,0.15753,0.15349,0.025182,0.048009,0.034869,0.03161,0.037158,0.026253,0.024042,0.028533,0.025767,0.025044
265,2.7934,-0.51895,-0.071019,0.35297,0.37033,0.35789,0.28094,0.24975,0.20574,0.031622,0.044436,0.057289,0.042072,0.04338,0.039003,0.030279,0.04265,0.033807,0.026088
266,2.8755,-0.6514,-0.13116,0.40793,0.29377,0.28629,0.19901,0.18698,0.17111,0.018819,0.037775,0.033695,0.030484,0.034458,0.029752,0.022088,0.02243,0.024623,0.021903
267,-1.1216,0.2811,-1.1432,0.60031,0.40221,0.14526,0.1332,0.17537,0.18921,0.0081536,0.055351,0.042638,0.041272,0.028851,0.025752,0.019225,0.020564,0.021633,0.021635
268,-0.64932,0.51738,-1.6578,0.59758,0.36862,0.1702,0.14834,0.16042,0.14119,0.010425,0.06664,0.040945,0.039096,0.023451,0.023888,0.023914,0.021351,0.024688,0.018119
269,-1.0587,0.3431,-1.1484,0.56642,0.4404,0.20995,0.21606,0.16195,0.16985,0.015843,0.063593,0.05173,0.047595,0.044034,0.031582,0.029207,0.024732,0.020909,0.026035
270,1.6796,0.94913,-0.77865,0.35101,0.37136,0.30193,0.29464,0.24023,0.18746,0.039392,0.060494,0.063834,0.085208,0.047397,0.053462,0.046299,0.041851,0.041293,0.042737
271,1.8359,0.44097,-0.98402,0.39075,0.3387,0.37074,0.28851,0.24615,0.21494,0.037654,0.052214,0.052732,0.050112,0.053005,0.051066,0.055637,0.047265,0.033893,0.050824
272,1.7608,0.70437,-0.44941,0.33929,0.32152,0.23483,0.25873,0.29246,0.1968,0.037396,0.040154,0.053045,0.045105,0.045435,0.037621,0.038108,0.029535,0.033284,0.032285
273,3.3261,0.10919,1.2281,0.4909,0.36193,0.30005,0.34289,0.31454,0.29158,0.045718,0.054226,0.049661,0.04287,0.039413,0.041979,0.047965,0.041227,0.045307,0.035763
274,3.2077,0.74722,1.5208,0.46557,0.41046,0.24178,0.25435,0.35266,0.30456,0.031302,0.046659,0.063447,0.058835,0.038713,0.043506,0.033759,0.042778,0.038658,0.031157
275,3.6993,-0.42933,0.65974,0.39511,0.38357,0.36949,0.34873,0.35632,0.31712,0.037052,0.058,0.065134,0.075019,0.059176,0.051068,0.055206,0.056868,0.057963,0.052843
276,-1.3029,0.1343,-1.3131,0.50637,0.55293,0.47119,0.4091,0.21529,0.26288,0.02616,0.08313,0.079317,0.076422,0.054676,0.040007,0.051533,0.040123,0.034376,0.030875
277,-0.67957,0.22791,-1.0932,0.41267,0.34214,0.36859,0.29194,0.27631,0.19086,0.028733,0.069181,0.05239,0.054608,0.046304,0.043367,0.049227,0.044127,0.038225,0.038637
