,minIntensity,maxIntensity,meanIntensity
692,61.22635439,66.3971411,63.70923413
693,78.66090871,80.70447554,79.68938857
694,78.67375837,80.63385219999999,79.36335777
695,78.68168879,80.65039759999999,79.84682807
696,76.00218117,78.26661571,77.25786923
697,75.77883669,77.67618044,76.58633735
698,76.26129668,79.54999893,77.98639527
699,76.42920127,79.03238359,77.8495023
700,76.13048839,78.54472732,77.23876515
701,76.709115,79.65452658,78.61319013
702,76.30764516,80.70174722,79.21688375
703,75.9365853,82.48451787,79.44359013
704,76.13099839,79.82624925,78.08914885
705,77.94290925,80.01210259,79.13604626
706,77.94336002,80.06290512,78.93334892
707,78.27300801,81.19490736,79.72090533
708,75.11534239,78.94283239,77.56603292
709,75.35312442,78.56483779,77.1511436
710,76.79394465,81.51536688,79.98828739
711,76.11634366,79.49666593,77.963197
712,77.39316942,80.07446128,78.80676559
713,77.06453942,79.2316694,78.14837219
714,68.10566738,72.48061604,70.13802751
715,65.39169429,69.40996479,67.60075566
716,66.18786798,68.76328774,67.75430168
717,67.10981642,71.83234323,68.89186138
718,70.96005782,76.30910148,73.70691670000001
719,68.95460647,73.42209805,71.53778108
720,73.71556377,77.2589189,75.35672327
721,67.8356152,70.11107298,68.98593435
722,70.44400206,74.39017477,72.16806581
723,77.13989515,79.92769487,78.60165305
724,77.40295319,79.7768085,78.653228
725,77.31692442,79.01009796,78.24833282
726,76.79948945,79.41025251,78.01279782
727,77.0523613,81.20915693,79.57178985
728,76.59632332,80.69533025,78.62314782
729,77.13954102,79.32902957,78.23687873
730,76.63263477,80.91745039,78.48000472
731,77.21931955,81.98451382,79.19458619
732,76.88486917,80.66108594,78.88437526
733,76.6346303,79.13951436,77.94953131
734,75.57205433,78.4384321,77.25386217
735,68.10426515,75.01305492,72.11826162
736,67.37614893,74.35178328,71.57944498
737,69.88577992,73.02842242,71.29432842
738,76.55902765,78.80160501,77.86183477
739,75.01900258,76.88991086,75.97786711
740,76.25904812,78.3859319,77.53271771
741,74.39539123,78.02305478,76.18287942
742,69.10451652,72.81535939,70.69997062
743,70.37879926,74.21621094,72.52123147
744,57.73062045,63.28408729,60.76038179
745,59.16352992,63.46762912,61.03340868
746,56.87482363,63.83602208,61.32807485
747,77.31712442,78.46824918,78.07707966
748,77.50161755,80.02849143,78.95067586
749,78.43901329,80.65182944,79.36691606
750,75.54750038,77.57511311,76.5826055
751,79.99178889,82.23944692,81.24443613
752,70.19132968,81.60629107,79.42382382
753,75.09130040000001,77.61249838,76.48585919
754,76.16880400000001,79.26605772,77.87091517
755,76.07633133,79.67017664,77.99594898
