,DFA,RPDE,numPulses,numPeriodsPulses,locShimmer,locDbShimmer,apq3Shimmer,apq11Shimmer,ddaShimmer,meanNoiseToHarmHarmonicity
307,0.82995,0.63092,244,243,0.14376,1.252,0.07535,0.07569,0.22604,0.104469
308,0.82147,0.65097,252,251,0.14341,1.339,0.07911,0.10529,0.23732,0.122973
309,0.71929,0.62965,276,275,0.04963,0.449,0.02779,0.036,0.08337,0.044763
310,0.75809,0.66084,192,191,0.0391,0.347,0.0209,0.03615,0.06269,0.110071
311,0.63802,0.4893,489,488,0.07375,0.658,0.04307,0.04858,0.1292,0.012535
312,0.65016,0.53054,387,386,0.06255,0.548,0.03319,0.05256,0.09958,0.009741
313,0.66967,0.64706,334,332,0.10747,1.014,0.05099,0.09029,0.15297,0.078265
314,0.7303,0.69055,277,274,0.05408,0.555,0.02768,0.04179,0.08303,0.108623
315,0.68074,0.55504,338,337,0.03648,0.321,0.01813,0.03318,0.05439,0.015832
316,0.74653,0.56571,274,273,0.08411,0.759,0.0431,0.06373,0.12931,0.06609
317,0.76699,0.58278,310,309,0.09727,0.879,0.05426,0.06644,0.16279,0.061007
318,0.79407,0.6768,193,192,0.05571,0.479,0.02143,0.05906,0.06429,0.027188
319,0.72515,0.71831,171,170,0.12978,1.208,0.06505,0.12074,0.19515,0.025068
320,0.75134,0.72058,182,181,0.13756,1.248,0.07109,0.10791,0.21328,0.070029
321,0.76934,0.2656,259,258,0.03849,0.336,0.0204,0.03143,0.06119,0.006051
322,0.75683,0.30971,256,255,0.09482,0.842,0.05106,0.06982,0.15317,0.009839
323,0.73701,0.32604,254,253,0.05572,0.496,0.02879,0.04817,0.08636,0.008666
324,0.70506,0.53729,574,573,0.0863,0.81,0.03973,0.08508,0.1192,0.113021
325,0.72366,0.53014,574,573,0.06021,0.617,0.02471,0.06107,0.07414,0.103067
326,0.75823,0.39771,547,546,0.03702,0.347,0.01627,0.03248,0.04882,0.04912
327,0.63061,0.42443,428,427,0.04944,0.445,0.01512,0.06779,0.04535,0.00743
328,0.74008,0.48237,415,414,0.06876,0.664,0.03576,0.05549,0.10729,0.034004
329,0.74535,0.47555,396,395,0.05556,0.558,0.02515,0.05292,0.07544,0.00961
330,0.77328,0.69376,214,210,0.12661,1.095,0.07428,0.0789,0.22283,0.202714
331,0.77695,0.65634,240,239,0.1597,1.342,0.09607,0.09051,0.2882,0.065811
332,0.77757,0.60196,237,236,0.12486,1.141,0.07183,0.09852,0.21548,0.031784
333,0.63853,0.62918,226,225,0.0382,0.333,0.01908,0.03535,0.05725,0.018134
334,0.70036,0.55794,237,236,0.0596,0.537,0.02788,0.05621,0.08365,0.016292
335,0.68926,0.53644,235,234,0.06439,0.562,0.03002,0.05791,0.09006,0.010043
336,0.68605,0.62128,281,280,0.06104,0.568,0.02708,0.05902,0.08123,0.052633
337,0.67737,0.642,233,230,0.09827,0.91,0.04732,0.0798,0.14196,0.100221
338,0.69588,0.53673,337,336,0.05738,0.554,0.02924,0.04787,0.08773,0.036348
339,0.733,0.87123,2,1,0.067457503,0.606084525,0.034415969,0.055173155,0.103247815,0.611854
340,0.72217,0.83083,94,80,0.10718,1.05,0.04679,0.04256,0.14036,0.509368
341,0.74697,0.77737,170,166,0.09045,0.838,0.04109,0.06166,0.12328,0.213835
342,0.65177,0.45816,311,310,0.0361,0.325,0.01424,0.04302,0.04271,0.005469
343,0.67243,0.46677,308,307,0.03287,0.296,0.01415,0.03861,0.04245,0.005376
344,0.64623,0.49621,315,314,0.03858,0.337,0.02124,0.03209,0.06373,0.006921
345,0.66463,0.62004,322,321,0.06313,0.567,0.03141,0.05967,0.09422,0.033515
346,0.68181,0.59704,313,312,0.07792,0.731,0.02836,0.09389,0.08508,0.027108
347,0.65759,0.58702,319,318,0.09284,0.823,0.04165,0.09557,0.12496,0.026894
348,0.83028,0.53164,271,270,0.07528,0.682,0.03772,0.06506,0.11316,0.04011
349,0.80177,0.51124,290,289,0.04776,0.432,0.02305,0.04471,0.06916,0.02966
350,0.8008,0.67406,223,222,0.22316,2.019,0.09707,0.10482,0.29121,0.128793
351,0.75277,0.49163,325,324,0.03556,0.311,0.01972,0.02476,0.05915,0.00956
352,0.77017,0.55926,237,235,0.06281,0.635,0.03683,0.0453,0.1105,0.037388
353,0.80132,0.60996,214,213,0.08512,0.944,0.03936,0.08606,0.11807,0.030886
354,0.67589,0.37876,380,379,0.07704,0.714,0.03737,0.07048,0.11212,0.018577
355,0.7124,0.44468,369,368,0.07865,0.715,0.0441,0.06127,0.13231,0.032144
356,0.73382,0.44526,368,367,0.08156,0.726,0.04493,0.05538,0.13478,0.043944
357,0.6008,0.45536,492,491,0.02412,0.208,0.01382,0.01942,0.04146,0.009389
358,0.57478,0.44878,520,519,0.01961,0.174,0.00991,0.01766,0.02972,0.004478
359,0.69187,0.39397,435,434,0.02626,0.234,0.01239,0.02457,0.03718,0.00503
360,0.66483,0.45195,400,399,0.0473,0.42,0.02661,0.03497,0.07983,0.012359
361,0.70349,0.51062,274,273,0.05832,0.52,0.0323,0.04599,0.09689,0.015214
362,0.70233,0.45032,231,230,0.04978,0.449,0.02503,0.04435,0.07508,0.015104
363,0.68979,0.58051,160,159,0.04511,0.399,0.02125,0.0452,0.06375,0.02532
364,0.70908,0.57726,169,168,0.04371,0.396,0.02155,0.03957,0.06465,0.07991
365,0.67996,0.62821,170,169,0.04831,0.422,0.02651,0.04004,0.07953,0.138162
366,0.77131,0.3514,428,427,0.1219,1.116,0.06929,0.09172,0.20787,0.017609
367,0.7487,0.44122,334,332,0.09398,0.895,0.04844,0.08007,0.14532,0.036601
368,0.72559,0.37811,396,395,0.06653,0.588,0.03842,0.04804,0.11527,0.024215
369,0.77879,0.29519,441,440,0.04034,0.347,0.02081,0.03144,0.06242,0.004188
370,0.80293,0.29879,365,364,0.03252,0.288,0.01847,0.02273,0.0554,0.005557
371,0.73961,0.20569,445,444,0.01795,0.155,0.00919,0.01528,0.02758,0.002733
372,0.80944,0.45038,259,257,0.12641,1.169,0.06968,0.08681,0.20904,0.313611
373,0.73462,0.64849,303,302,0.1069,1.004,0.05784,0.08658,0.17352,0.228924
374,0.80358,0.43866,330,329,0.13929,1.262,0.07637,0.10906,0.2291,0.342601
375,0.68265,0.39428,443,442,0.04463,0.387,0.02656,0.02914,0.07967,0.012435
376,0.75185,0.31383,414,413,0.02742,0.24,0.01604,0.01966,0.04811,0.00565
377,0.67408,0.38991,371,369,0.04364,0.383,0.02179,0.02938,0.06538,0.012844
378,0.63359,0.58087,236,235,0.05532,0.477,0.03012,0.04628,0.09037,0.027062
379,0.6614,0.59945,234,233,0.11617,1.025,0.05861,0.09692,0.17583,0.020172
380,0.64814,0.57728,233,232,0.05456,0.49,0.02194,0.06582,0.06582,0.026979
381,0.65781,0.5799,243,242,0.07039,0.634,0.02632,0.09017,0.07897,0.028973
382,0.64883,0.61752,240,239,0.11204,1.015,0.04562,0.13472,0.13687,0.032883
383,0.64809,0.60227,243,242,0.11485,1.019,0.05436,0.12569,0.16307,0.027801
384,0.59259,0.44395,354,353,0.04576,0.403,0.01766,0.05682,0.05299,0.016856
385,0.61812,0.50801,343,342,0.03643,0.353,0.01548,0.04354,0.04645,0.036894
386,0.62297,0.43552,346,345,0.04541,0.408,0.01642,0.0588,0.04926,0.013617
387,0.82226,0.49608,222,221,0.05127,0.449,0.0258,0.04601,0.07741,0.011427
388,0.75801,0.44431,242,241,0.03348,0.297,0.01528,0.03094,0.04584,0.007774
389,0.78527,0.38375,248,247,0.03495,0.308,0.01919,0.02778,0.05758,0.00968
390,0.74743,0.39006,285,283,0.03006,0.262,0.01659,0.02224,0.04978,0.005402
391,0.76425,0.38134,320,319,0.04862,0.424,0.02654,0.03622,0.07963,0.003476
392,0.7506,0.26411,315,314,0.04229,0.368,0.02345,0.0297,0.07035,0.003743
393,0.56441,0.45199,346,345,0.04119,0.34,0.02093,0.03604,0.06279,0.005968
394,0.56906,0.3122,353,352,0.01778,0.158,0.00867,0.01577,0.02601,0.004593
395,0.55428,0.46088,487,486,0.04187,0.37,0.02476,0.02824,0.07428,0.002344
396,0.56865,0.33386,395,394,0.01558,0.141,0.00765,0.01304,0.02294,0.003454
397,0.54532,0.41415,397,396,0.01859,0.162,0.00972,0.0162,0.02915,0.002403
398,0.56677,0.31278,387,386,0.02764,0.245,0.01429,0.02388,0.04287,0.005459
399,0.60866,0.59179,472,471,0.04287,0.352,0.02059,0.03468,0.06178,0.018587
400,0.72388,0.47747,400,399,0.02931,0.266,0.01312,0.0262,0.03935,0.004439
401,0.66496,0.5572,466,465,0.03478,0.317,0.01477,0.03515,0.0443,0.011169
402,0.65579,0.53044,268,267,0.06419,0.582,0.02189,0.07991,0.06567,0.014819
403,0.67006,0.60602,273,272,0.04111,0.374,0.0153,0.05189,0.0459,0.011383
404,0.65929,0.54717,276,275,0.05167,0.461,0.01899,0.066,0.05697,0.01888
405,0.63369,0.31108,451,450,0.02409,0.21,0.01339,0.0181,0.04017,0.005988
406,0.62775,0.40481,430,429,0.03193,0.277,0.01804,0.02614,0.05411,0.004796
407,0.56678,0.28857,463,462,0.01858,0.162,0.00994,0.0155,0.02982,0.0026
408,0.78653,0.37494,422,421,0.03196,0.262,0.01843,0.02085,0.0553,0.006431
409,0.82139,0.36368,418,417,0.02297,0.202,0.01092,0.02075,0.03277,0.002107
410,0.83561,0.3334,372,371,0.02804,0.244,0.01417,0.02514,0.04252,0.002207
411,0.77192,0.67901,269,268,0.11139,1.017,0.05472,0.09483,0.16416,0.077545
412,0.80404,0.57411,310,309,0.1959,1.71,0.10436,0.13464,0.31309,0.071728
413,0.62471,0.70711,289,288,0.10547,0.896,0.05445,0.10765,0.16334,0.08735
414,0.73685,0.32865,344,343,0.01803,0.157,0.0095,0.01501,0.02849,0.006899
415,0.73327,0.43302,285,283,0.06073,0.518,0.03355,0.0445,0.10064,0.02324
416,0.72633,0.68507,163,162,0.07458,0.65,0.03696,0.06651,0.11088,0.055364
417,0.78105,0.49774,299,298,0.06622,0.584,0.03466,0.05332,0.10397,0.022623
418,0.78507,0.69633,142,140,0.13948,1.291,0.07111,0.11037,0.21332,0.096865
419,0.79558,0.47545,307,306,0.122,1.065,0.06839,0.07669,0.20518,0.024633
420,0.82582,0.53232,348,347,0.11797,1.074,0.06554,0.09391,0.19661,0.045338
421,0.80043,0.48461,291,290,0.05296,0.47,0.02959,0.0385,0.08878,0.025692
422,0.79539,0.51802,351,350,0.06882,0.609,0.0361,0.06112,0.10831,0.023478
423,0.75667,0.81928,191,183,0.22167,1.886,0.11714,0.2379,0.35142,0.617838
424,0.78076,0.806,237,236,0.20101,1.798,0.09669,0.055173155,0.29008,0.638835
425,0.75583,0.8498,112,107,0.21727,1.769,0.13051,0.13401,0.39154,0.761696
426,0.69771,0.50633,415,413,0.04647,0.572,0.01992,0.04486,0.05977,0.034463
427,0.70809,0.47168,441,439,0.05372,0.6,0.0261,0.04773,0.07829,0.037006
428,0.71427,0.40286,426,424,0.04988,0.568,0.02501,0.04355,0.07503,0.014834
429,0.67677,0.45174,248,247,0.03922,0.34,0.0219,0.03254,0.06569,0.007682
430,0.67507,0.42552,247,246,0.05261,0.466,0.02565,0.05451,0.07694,0.006007
431,0.67967,0.49348,245,244,0.0338,0.294,0.01728,0.03052,0.05184,0.006196
432,0.80616,0.62656,376,375,0.09378,0.855,0.05146,0.0665,0.15437,0.032119
433,0.75368,0.50213,493,492,0.15607,1.464,0.07742,0.11837,0.23225,0.025295
434,0.73467,0.42786,510,509,0.04745,0.445,0.02268,0.04161,0.06803,0.011548
435,0.63558,0.37521,344,343,0.03483,0.303,0.02,0.0269,0.06001,0.00678
436,0.6138,0.38755,348,347,0.03067,0.303,0.01445,0.02476,0.04335,0.019138
437,0.67772,0.43893,340,339,0.02842,0.248,0.01041,0.03345,0.03123,0.009904
438,0.64908,0.74388,179,178,0.06461,0.595,0.02795,0.06967,0.08384,0.16295
439,0.63304,0.69299,210,209,0.04118,0.356,0.01486,0.05376,0.04458,0.058866
440,0.60253,0.63306,220,219,0.08383,0.708,0.03698,0.08635,0.11093,0.032322
441,0.64051,0.20677,585,584,0.03979,0.349,0.02147,0.03114,0.06442,0.005687
442,0.62204,0.1543,595,594,0.04252,0.369,0.02072,0.03928,0.06217,0.003161
443,0.6694,0.24177,564,563,0.04217,0.383,0.02306,0.03342,0.06917,0.005174
444,0.6893,0.49566,304,302,0.03636,0.328,0.01824,0.02862,0.05471,0.014489
445,0.70115,0.48075,337,336,0.04612,0.422,0.02308,0.03284,0.06923,0.012246
446,0.69,0.48311,340,339,0.04125,0.375,0.02475,0.02875,0.07426,0.00832
447,0.57761,0.26036,551,550,0.0111,0.097,0.00566,0.00882,0.01697,0.001742
448,0.58595,0.28966,547,546,0.09302,0.805,0.05468,0.05951,0.16404,0.004559
449,0.57227,0.21349,554,553,0.01102,0.096,0.0058,0.00906,0.01741,0.001264
450,0.67496,0.64856,247,246,0.06673,0.6,0.02764,0.07802,0.08292,0.047431
451,0.65268,0.63224,250,249,0.06293,0.568,0.02892,0.06038,0.08677,0.152961
452,0.65512,0.60548,256,255,0.06042,0.535,0.02536,0.07263,0.07607,0.125329
453,0.70769,0.67057,243,241,0.10127,0.922,0.04839,0.09698,0.14516,0.093712
454,0.68671,0.66074,187,184,0.11594,1.071,0.06019,0.09819,0.18056,0.082601
455,0.63347,0.81889,140,131,0.09861,0.927,0.04866,0.08309,0.14597,0.350338
456,0.71171,0.33689,262,261,0.05564,0.487,0.03095,0.04315,0.09286,0.012148
457,0.81429,0.35439,256,255,0.03398,0.297,0.01831,0.02935,0.05493,0.004307
458,0.81179,0.35174,257,256,0.04046,0.352,0.022,0.03097,0.06601,0.005078
459,0.7616,0.63873,197,196,0.04483,0.402,0.02041,0.05574,0.06123,0.08549
460,0.71624,0.61499,224,223,0.0284,0.254,0.01328,0.02897,0.03984,0.028196
461,0.69896,0.56694,232,231,0.02229,0.195,0.01005,0.02413,0.03015,0.022417
462,0.83046,0.51554,173,172,0.03442,0.304,0.01781,0.03046,0.05342,0.007262
463,0.8135,0.50926,173,172,0.02002,0.174,0.00948,0.02021,0.02843,0.009169
464,0.85123,0.55372,174,173,0.03799,0.334,0.01782,0.03617,0.05347,0.009814
465,0.80645,0.50686,219,218,0.05036,0.475,0.02757,0.04284,0.0827,0.027141
466,0.7658,0.61716,230,229,0.08985,0.801,0.04603,0.07501,0.1381,0.070248
467,0.83083,0.55985,250,249,0.05252,0.458,0.03119,0.03854,0.09358,0.049098
468,0.62955,0.58436,907,905,0.19746,1.658,0.10554,0.14641,0.31663,0.183881
469,0.63303,0.66652,305,304,0.17188,1.474,0.09051,0.12624,0.27152,0.27769
470,0.656,0.59176,598,579,0.21267,1.862,0.09314,0.07348,0.27941,0.511002
471,0.62911,0.63317,188,187,0.10092,0.899,0.05991,0.07574,0.17972,0.053757
472,0.63232,0.65861,187,186,0.14582,1.238,0.08199,0.11149,0.24596,0.063547
473,0.63445,0.62596,187,186,0.10894,0.979,0.05626,0.09824,0.16878,0.051
474,0.67753,0.45232,308,307,0.03447,0.301,0.01724,0.03084,0.05172,0.022106
475,0.66248,0.3896,350,349,0.03136,0.276,0.01425,0.03294,0.04275,0.005749
476,0.64001,0.27254,361,360,0.01937,0.169,0.00925,0.01937,0.02774,0.004346
477,0.8146,0.55276,291,290,0.15252,1.339,0.0833,0.11079,0.24989,0.046684
478,0.77915,0.5923,307,306,0.07552,0.72,0.03976,0.06152,0.11929,0.029018
479,0.77247,0.62191,295,294,0.08107,0.765,0.04372,0.06712,0.13116,0.015383
480,0.59093,0.48198,320,319,0.03365,0.29,0.01442,0.03572,0.04325,0.003219
481,0.58615,0.36262,331,330,0.01302,0.115,0.00482,0.01508,0.01445,0.001369
482,0.59296,0.34836,349,348,0.01925,0.168,0.00862,0.01891,0.02585,0.002351
483,0.73432,0.40357,297,296,0.06773,0.591,0.03348,0.06678,0.10045,0.020642
484,0.679,0.38701,300,299,0.0279,0.244,0.01125,0.03138,0.03374,0.007983
485,0.64137,0.32355,291,290,0.02228,0.196,0.00668,0.02854,0.02004,0.00362
486,0.77541,0.60502,439,438,0.14182,1.306,0.07367,0.10609,0.221,0.194802
487,0.73245,0.53645,444,443,0.09352,0.877,0.05356,0.06355,0.16069,0.071831
488,0.7414,0.52277,425,424,0.12483,1.226,0.07081,0.08723,0.21244,0.075318
489,0.72695,0.35231,300,299,0.04799,0.415,0.0259,0.03854,0.0777,0.014247
490,0.70792,0.34619,295,294,0.07297,0.644,0.04335,0.04587,0.13004,0.01573
491,0.70446,0.364,296,295,0.04471,0.388,0.0261,0.02824,0.07831,0.015819
492,0.68788,0.54836,241,240,0.0406,0.355,0.01922,0.04219,0.05766,0.007992
493,0.70105,0.5248,245,244,0.04818,0.429,0.02709,0.04283,0.08127,0.010799
494,0.707,0.61779,226,224,0.08232,0.714,0.04828,0.05545,0.14484,0.069378
495,0.65873,0.47045,331,330,0.06081,0.529,0.0308,0.0519,0.09241,0.007089
496,0.64467,0.37645,329,328,0.01879,0.165,0.0086,0.01832,0.0258,0.002231
497,0.64256,0.34446,351,350,0.01781,0.158,0.00754,0.01737,0.02263,0.001479
498,0.72443,0.51084,313,312,0.0686,0.629,0.03649,0.05644,0.10948,0.029653
499,0.72333,0.41944,300,299,0.04102,0.372,0.01982,0.03705,0.05946,0.019212
500,0.7371,0.40519,305,304,0.04007,0.352,0.01983,0.03659,0.0595,0.016985
501,0.70612,0.33944,257,256,0.11166,1.004,0.04956,0.12083,0.14867,0.004284
502,0.70275,0.46831,251,250,0.07266,0.66,0.03829,0.06388,0.11488,0.016998
503,0.71816,0.45878,250,249,0.05145,0.456,0.02956,0.03875,0.08867,0.017017
504,0.73284,0.68941,196,195,0.06958,0.605,0.03477,0.05886,0.10432,0.106019
505,0.7105,0.68447,215,213,0.10859,1.041,0.05111,0.10522,0.15332,0.216974
506,0.7262,0.79958,197,193,0.15591,1.37,0.07921,0.09002,0.23763,0.492517
507,0.74366,0.67797,399,397,0.11643,1.122,0.04829,0.06991,0.14488,0.211434
508,0.67631,0.60931,269,268,0.05427,0.556,0.01752,0.07227,0.05257,0.037553
509,0.71209,0.78962,444,437,0.17157,1.525,0.08231,0.13494,0.24693,0.455681
510,0.6622,0.49417,327,326,0.07201,0.633,0.03906,0.06118,0.11717,0.017526
511,0.66817,0.57225,202,201,0.05639,0.497,0.02838,0.05114,0.08514,0.048656
512,0.67475,0.51429,269,267,0.04724,0.416,0.02687,0.03335,0.08061,0.026237
513,0.73106,0.44166,343,342,0.0991,0.918,0.04517,0.09225,0.1355,0.02561
514,0.72175,0.45346,346,345,0.10146,0.94,0.04252,0.1071,0.12755,0.027023
515,0.75898,0.58395,345,344,0.13906,1.255,0.06785,0.11686,0.20355,0.054566
516,0.57804,0.45742,345,344,0.03289,0.266,0.01494,0.03758,0.04483,0.015435
517,0.59353,0.5131,270,269,0.06447,0.596,0.02498,0.08364,0.07495,0.047781
518,0.59987,0.30515,429,428,0.01529,0.133,0.00704,0.01549,0.02113,0.002478
519,0.57376,0.47711,347,346,0.02833,0.243,0.01501,0.02428,0.04504,0.008894
520,0.60091,0.43949,337,336,0.13642,1.206,0.07507,0.08842,0.22521,0.013592
521,0.5969,0.53872,349,348,0.04567,0.403,0.02435,0.03359,0.07304,0.026776
522,0.70069,0.49545,288,287,0.0446,0.394,0.02039,0.04695,0.06116,0.033331
523,0.70179,0.42443,290,289,0.07176,0.659,0.02368,0.09118,0.07103,0.020589
524,0.69312,0.46323,265,264,0.05264,0.511,0.02049,0.05761,0.06146,0.014462
525,0.56511,0.35368,465,464,0.02129,0.189,0.00983,0.02092,0.02948,0.001613
526,0.60622,0.38094,381,380,0.05735,0.529,0.03317,0.03972,0.09951,0.01377
527,0.55586,0.38894,503,502,0.02722,0.244,0.01285,0.02519,0.03854,0.002465
528,0.65217,0.342,386,385,0.06442,0.562,0.03549,0.04546,0.10647,0.004091
529,0.6489,0.35951,382,381,0.0541,0.478,0.03074,0.03768,0.09221,0.007162
530,0.63631,0.42202,377,376,0.05671,0.514,0.02952,0.04651,0.08856,0.005988
531,0.6523,0.55044,159,158,0.03363,0.29,0.01424,0.03445,0.04273,0.014461
532,0.66976,0.38952,326,325,0.02806,0.247,0.01636,0.02051,0.04908,0.012963
533,0.68218,0.27187,332,331,0.04893,0.426,0.03061,0.03059,0.09182,0.011084
534,0.56036,0.43246,800,799,0.08468,0.628,0.0496,0.0495,0.14881,0.035029
535,0.60266,0.55819,548,540,0.0634,0.564,0.03309,0.03783,0.09928,0.150677
536,0.59,0.58835,406,403,0.07081,0.656,0.03789,0.05247,0.11367,0.080938
537,0.78342,0.63352,239,238,0.08668,0.78,0.05071,0.04989,0.15213,0.077673
538,0.64595,0.71262,193,187,0.20566,1.804,0.1023,0.1374,0.30689,0.655696
539,0.69852,0.78771,225,223,0.10392,0.955,0.05782,0.07564,0.17345,0.153746
540,0.65005,0.60727,493,492,0.08901,0.794,0.05089,0.06584,0.15267,0.136096
541,0.67406,0.64336,499,498,0.20952,1.825,0.10229,0.13534,0.30688,0.232569
542,0.6726,0.72408,493,492,0.17102,1.492,0.07968,0.12889,0.23904,0.247303
543,0.76943,0.36572,419,418,0.12603,1.148,0.07363,0.0787,0.2209,0.01085
544,0.7514,0.32329,418,417,0.02058,0.18,0.01064,0.01662,0.03191,0.006444
545,0.81237,0.5112,371,370,0.05049,0.561,0.02321,0.03787,0.06962,0.020416
546,0.74531,0.41387,320,319,0.06872,0.606,0.04141,0.04113,0.12422,0.011861
547,0.6926,0.48507,322,321,0.07979,0.714,0.0467,0.05354,0.14009,0.010161
548,0.73841,0.36432,326,325,0.08058,0.711,0.05059,0.04453,0.15177,0.018913
549,0.83549,0.37656,256,255,0.02717,0.239,0.01169,0.02713,0.03508,0.005611
550,0.81018,0.40855,269,268,0.07032,0.655,0.03749,0.06167,0.11246,0.008229
551,0.80527,0.5386,273,272,0.06588,0.58,0.03495,0.05065,0.10486,0.010614
552,0.81664,0.38811,406,405,0.07969,0.839,0.04579,0.05141,0.13737,0.022841
553,0.80874,0.35351,422,421,0.06351,0.643,0.03466,0.04228,0.10399,0.015697
554,0.80818,0.45743,405,404,0.07421,0.735,0.03587,0.05916,0.1076,0.025163
555,0.71228,0.47668,272,271,0.04867,0.424,0.02528,0.04218,0.07583,0.020439
556,0.76449,0.45718,272,271,0.0376,0.319,0.01992,0.02849,0.05975,0.017084
557,0.76316,0.42171,272,271,0.04627,0.404,0.02605,0.03261,0.07816,0.013357
558,0.8144,0.36888,257,256,0.03632,0.32,0.02036,0.02558,0.06108,0.006706
559,0.81924,0.42378,277,276,0.06491,0.612,0.03735,0.04589,0.11205,0.008217
560,0.78579,0.46768,261,260,0.07966,0.713,0.04879,0.04717,0.14638,0.020172
561,0.66005,0.36768,413,412,0.04085,0.367,0.02454,0.02661,0.07362,0.004678
562,0.63409,0.36482,284,283,0.05268,0.464,0.02969,0.04019,0.08907,0.010999
563,0.67127,0.21063,437,436,0.02809,0.248,0.01645,0.0201,0.04935,0.003515
564,0.76345,0.35135,395,394,0.03608,0.305,0.0185,0.03121,0.05551,0.003154
565,0.7743,0.38735,401,400,0.02591,0.251,0.01046,0.02417,0.03138,0.002908
566,0.74166,0.47213,408,407,0.04951,0.518,0.02236,0.03865,0.06708,0.045625
567,0.67759,0.29875,410,409,0.04686,0.406,0.02258,0.0342,0.06774,0.005904
568,0.71057,0.3058,408,407,0.04741,0.41,0.02338,0.04022,0.07013,0.006855
569,0.67332,0.2803,405,404,0.03335,0.29,0.01569,0.02447,0.04707,0.004874
570,0.75739,0.45121,370,369,0.04152,0.368,0.02222,0.03127,0.06667,0.015637
571,0.76446,0.51348,358,357,0.04261,0.377,0.02303,0.0351,0.0691,0.019976
572,0.75756,0.49384,365,364,0.04896,0.423,0.02611,0.03933,0.07834,0.018263
573,0.64231,0.54401,255,254,0.04047,0.352,0.01894,0.04038,0.05682,0.013316
574,0.66841,0.52768,256,255,0.05867,0.521,0.03028,0.05784,0.09084,0.009266
575,0.6387,0.54005,249,248,0.04278,0.377,0.0214,0.03954,0.06419,0.013749
576,0.63793,0.48275,443,442,0.09577,0.854,0.05654,0.06959,0.16962,0.014356
577,0.69723,0.39374,342,341,0.02494,0.222,0.00987,0.03044,0.0296,0.004144
578,0.64341,0.4926,474,473,0.01602,0.142,0.00749,0.01568,0.02246,0.002248
579,0.69646,0.52551,334,333,0.03029,0.269,0.01307,0.03147,0.03921,0.003423
580,0.71933,0.55591,295,294,0.06063,0.541,0.03199,0.05531,0.09597,0.008305
581,0.70443,0.51653,330,329,0.04302,0.378,0.02125,0.04114,0.06374,0.008079
582,0.74476,0.22292,520,519,0.03927,0.339,0.02026,0.03514,0.06078,0.003978
583,0.72404,0.21847,520,519,0.085,0.749,0.05095,0.05432,0.15286,0.004761
584,0.73729,0.31873,520,519,0.02854,0.249,0.01514,0.02596,0.04541,0.004575
585,0.65746,0.3206,314,313,0.02827,0.246,0.01548,0.02333,0.04644,0.005514
586,0.68441,0.32832,284,283,0.03854,0.342,0.02101,0.02943,0.06302,0.010285
587,0.6371,0.32641,312,311,0.02458,0.214,0.0137,0.01796,0.0411,0.006717
588,0.58102,0.31947,463,462,0.02343,0.205,0.01295,0.01598,0.03885,0.005026
589,0.56819,0.28914,457,456,0.0243,0.205,0.01384,0.01721,0.04152,0.003354
590,0.55398,0.21922,467,466,0.01638,0.142,0.00909,0.01223,0.02727,0.002206
591,0.73097,0.39407,354,353,0.03851,0.342,0.02241,0.02521,0.06723,0.015486
592,0.70178,0.25946,362,361,0.02573,0.224,0.01407,0.01985,0.0422,0.007135
593,0.71832,0.26936,379,378,0.04387,0.371,0.02565,0.03341,0.07696,0.005904
594,0.70234,0.61218,283,282,0.09002,0.795,0.04524,0.08392,0.13573,0.061474
595,0.67172,0.72706,370,366,0.21209,1.935,0.11716,0.09928,0.35147,0.312572
596,0.71487,0.66827,285,284,0.127,1.126,0.06617,0.09621,0.1985,0.216474
597,0.66134,0.52862,279,278,0.05607,0.493,0.02972,0.0468,0.08916,0.017185
598,0.65951,0.5356,267,266,0.10767,0.946,0.05736,0.09073,0.17209,0.019993
599,0.65611,0.51994,272,271,0.03435,0.301,0.0199,0.02574,0.05969,0.015592
600,0.72589,0.55435,267,266,0.08828,0.912,0.04537,0.06935,0.13612,0.021936
601,0.7209,0.47368,387,386,0.08203,0.733,0.04523,0.05984,0.13569,0.025269
602,0.75792,0.46602,317,316,0.04236,0.392,0.02203,0.03051,0.06609,0.018724
603,0.70794,0.6214,448,447,0.10993,1.022,0.05607,0.09491,0.16821,0.067827
604,0.72731,0.59829,428,426,0.07307,0.654,0.03863,0.05543,0.11588,0.082512
605,0.69416,0.70689,466,463,0.15703,1.371,0.07642,0.13334,0.22925,0.118575
606,0.73017,0.70689,82,74,0.18701,1.516,0.1007,0.26624,0.30209,0.737512
607,0.68208,0.69896,165,159,0.12025,1.286,0.06119,0.12181,0.18356,0.500188
608,0.70383,0.8475,164,158,0.12101,1.136,0.07126,0.08106,0.21377,0.566703
609,0.64457,0.41783,392,391,0.06647,0.737,0.02029,0.08308,0.06087,0.014648
610,0.6341,0.36172,396,395,0.04128,0.376,0.01285,0.05673,0.03854,0.00626
611,0.67133,0.39643,386,385,0.04909,0.444,0.01273,0.06623,0.0382,0.00849
612,0.7964,0.51365,171,170,0.06947,0.603,0.03132,0.05123,0.09396,0.078628
613,0.78661,0.609,330,329,0.08487,0.784,0.04144,0.06828,0.12433,0.057222
614,0.82685,0.50533,335,334,0.05895,0.511,0.03309,0.04199,0.09927,0.028073
615,0.72593,0.25021,426,425,0.04403,0.386,0.02573,0.02989,0.07719,0.005869
