,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_kurtosisValue_dec_1
130,-796420.6564,-194587.3928,-118491.4245,-12278.452,-13316.783,-11665.4115,-10829.4729,-7486.0172,-8766.374,-1323.4764,-7200.4779,-3953.57,-3658.3115,-3147.3749,728.6365
131,-882839.4409,-198628.4301,-125036.0287,-15374.5322,-16033.2669,-13879.3928,-11075.763,-7945.8986,-9774.1433,-1218.9336,-6944.1663,-3823.1142,-3566.7822,-3169.1976,13819.5972
132,-820965.1798,-148745.168,-121470.8308,-14689.1755,-12132.6965,-16285.5103,-15218.5158,-9743.2284,-8850.6585,-4522.4137,-6576.1107,-4170.8525,-3488.5021,-2956.1474,21.5266
133,-773902.1535,-158949.5714,-120290.2789,-13091.3616,-10490.5262,-15825.2663,-14657.2254,-9227.1321,-8284.933,-4575.7535,-6317.1213,-2720.5913,-2694.3785,-2791.6884,51.7275
134,-830900.7084,-177049.1205,-117649.7261,-13921.5055,-11339.3038,-15835.4221,-14752.4042,-9308.9179,-8229.731,-4131.5224,-5746.0899,-3614.3908,-3235.9596,-2721.6548,665.994
135,-807376.3139,-111440.0482,-64629.6912,-19325.629,-22073.6507,-17951.3655,-11932.0616,-9082.7263,-11271.6197,-4537.151,-11999.4553,-4432.0736,-3486.5048,-2763.2037,77.217
136,-876837.3227,-119657.1519,-68405.8577,-20576.0256,-21581.7108,-17916.4058,-11804.7009,-7958.9855,-9350.8779,-3944.9464,-10255.656,-4177.3687,-3388.6535,-2782.3408,440.3332
137,-853956.7277,-103258.7759,-60822.1731,-16708.7524,-19464.2879,-16929.9726,-10969.689,-9094.2803,-12907.7558,-4262.4003,-12315.3683,-4526.2891,-3507.5101,-2763.9211,1340.3534
138,-894479.7913,-201474.4137,-135929.0259,-29688.4799,-22023.7007,-19996.6605,-18260.1164,-14179.4668,-12534.6962,-7146.1253,-3287.2911,-3843.3806,-3567.6643,-3052.9551,4.4996
139,-899235.1404,-205456.9163,-144010.6792,-31635.0054,-23994.5663,-21909.0203,-17113.8815,-12934.4877,-11315.235,-7113.2939,-2627.1991,-3800.7105,-3368.2461,-3043.3386,44.3844
140,-913474.3091,-200957.8153,-147822.414,-32936.323,-24532.0931,-21818.6455,-17785.1012,-12672.0335,-11086.3518,-8966.857,-2723.7543,-3827.0837,-3404.3705,-2970.2145,17.8406
141,-679771.1507,-103232.1737,-66866.2594,-17012.1789,-22095.001,-20549.4711,-14053.538,-13633.2378,-13406.9821,-5502.6635,-12326.2189,-4241.0226,-3533.9191,-3078.4733,3916.068
142,-702043.311,-99482.0396,-62392.0965,-16170.7218,-22770.969,-21894.3062,-14854.0052,-13246.7557,-13986.7742,-5065.3233,-12035.5342,-4299.2982,-3418.1805,-2748.9309,16470.0199
143,-691813.5509,-108200.6512,-67728.097,-17387.4956,-23290.3461,-21711.3374,-13983.1929,-12140.7446,-13424.0472,-4267.2006,-11378.381,-3998.5074,-3273.4345,-2649.926,124.2468
144,-618787.0756,-167465.6078,-104076.0039,-6882.2806,-8112.2093,-20989.7974,-12035.1623,-7908.5965,-8555.3033,-21599.1745,-12614.4792,-4147.3804,-3244.2031,-2598.5559,5.7503
145,-643728.8194,-157686.9672,-91462.3341,-9218.4473,-8591.9564,-18434.4596,-12254.3819,-7555.9344,-7555.6155,-22827.7416,-12767.2087,-3833.9532,-2765.2951,-2174.2717,710.7581
146,-627479.4229,-176961.3157,-112712.259,-6328.7417,-8005.9246,-21081.2413,-11206.5904,-7393.9369,-8537.0414,-23696.9621,-13499.2627,-4337.7313,-3463.5615,-2694.1256,22.1876
147,-666600.6961,-91192.1471,-58696.4384,-27099.7226,-22907.1031,-20433.3565,-22670.5545,-13288.3581,-9022.7938,-14427.5905,-9948.042,-3310.9322,-2627.3496,-2406.5824,498.5579
148,-656388.5277,-97388.1754,-54764.5183,-25615.0605,-21137.0219,-19730.0204,-22101.9858,-13293.7688,-9373.2169,-16129.6022,-10931.5193,-3606.9758,-3042.858,-2639.682,291.749
149,-639298.5902,-99786.1275,-55776.6929,-25019.5469,-19810.8333,-18754.4335,-20185.2664,-11670.9101,-8030.918,-15573.3251,-11051.6238,-3649.2427,-2862.0474,-2540.0441,103.4664
150,-956372.5594,-127737.8464,-78600.7855,-11964.9194,-14116.9818,-16848.2437,-12013.0717,-13033.8467,-8361.2401,-2504.1735,-9539.0649,-4785.1051,-3862.1705,-3209.401,428.3295
151,-953470.1963,-123480.0526,-74170.6024,-11319.0988,-14702.4929,-16882.2094,-11656.6162,-12513.2451,-9299.8501,-3118.9895,-9488.5513,-4775.726,-4105.6956,-3210.3811,46.2675
152,-994714.2523,-136805.9396,-85548.5724,-14479.5059,-15604.4199,-17535.4825,-12191.8641,-11862.1771,-9941.64,-2777.0567,-9330.006,-4757.8484,-3969.663,-3269.5914,251.4389
153,-848297.4689,-222025.1091,-154982.2527,-25070.1888,-19662.6821,-18308.5108,-15750.9133,-13296.0149,-10708.0869,-8869.3004,-6767.4351,-3204.7118,-3648.6292,-3173.2376,10.8692
154,-899884.8134,-228214.2846,-157546.2184,-24261.5911,-18705.3438,-18892.2661,-16585.6023,-12976.8274,-10467.8763,-8335.1986,-6665.5821,-3090.6315,-3724.3119,-3236.2038,53.5823
155,-863869.8271,-220102.3356,-149583.4191,-21968.5185,-16477.0793,-18315.4804,-16236.3547,-11420.0645,-9381.5588,-7374.8638,-6191.6793,-3100.157,-3611.6394,-3240.0688,17.4486
156,-927564.863,-152982.806,-85602.7565,-14911.7912,-18854.8929,-17500.3535,-19313.4402,-15964.336,-14303.5329,-4496.014,-9716.3453,-4519.8059,-3783.2871,-3322.1396,2492.9085
157,-930200.0783,-159837.4623,-88804.4649,-14813.1871,-19166.0392,-18716.8793,-17826.7648,-14280.9239,-14990.893,-4402.4813,-9665.3939,-4345.0883,-3773.2285,-3398.0693,698.5367
158,-941734.4551,-171204.3746,-103575.1631,-16852.4749,-19907.9069,-19360.7579,-17930.0245,-14459.2098,-14774.6653,-4573.562,-9199.7122,-4459.1584,-3819.3514,-3393.6041,227.7144
159,-1003580.878,-183185.6419,-124442.7167,-26120.7824,-29991.9175,-22859.419,-15124.782,-13331.984,-12701.5839,-3945.1891,-7764.4196,-4424.4329,-3934.3308,-3131.5738,6.5822
160,-1008020.039,-179623.5757,-124175.8389,-20012.6866,-24464.8803,-22530.2026,-17552.3959,-14697.7662,-12519.8825,-3515.3254,-7785.8396,-4358.7964,-3905.1674,-3124.4304,2561.2789
161,-1073744.267,-203345.6808,-145828.3351,-26911.9419,-27499.2046,-29570.6118,-20329.015,-15965.1256,-15805.6643,-4624.6853,-7935.8791,-4356.4598,-3865.6097,-3030.3581,54.6323
162,-940683.9019,-189244.7268,-134630.4529,-45826.1898,-40291.925,-29007.1762,-23268.5512,-23941.3715,-16539.8076,-9322.1669,-10310.3013,-4405.868,-4112.4572,-3643.2026,12.7396
163,-915160.1677,-183394.6889,-129924.1629,-50743.3831,-41186.1496,-28589.3575,-23210.8493,-23714.5949,-14375.6259,-8178.903,-10518.8124,-4232.9452,-3992.9457,-3599.4734,8.0924
164,-901106.9193,-200996.0863,-152435.0137,-47708.4695,-40087.383,-28236.5882,-22693.516,-23868.1999,-15356.1161,-8585.8453,-10879.8204,-4435.1359,-4206.9034,-3714.2602,7.358
165,-1490229.335,-241504.7605,-177967.659,-57733.2813,-44149.5421,-36640.8319,-27285.7095,-21771.1179,-21225.5496,-9863.5932,-11557.1468,-5115.1983,-4572.6008,-3930.7627,4732.2047
166,-1489476.761,-233309.2992,-169725.8121,-51753.2106,-38487.9294,-32883.3225,-25556.935,-21167.2844,-20076.8344,-8380.5278,-11155.8475,-5088.9607,-4569.4286,-3910.9917,19421.411
167,-1492273.574,-215718.8958,-159807.8507,-42909.4097,-36843.4213,-31788.2098,-24138.5361,-20398.3217,-21402.8846,-10600.8092,-12134.8937,-5210.821,-4728.7997,-4081.9441,5.9189
168,-813820.8333,-147230.0307,-103811.2245,-42684.6653,-34994.465,-29607.8989,-28205.4801,-19875.0877,-14171.9856,-11683.6837,-5153.0533,-4026.4825,-3705.1498,-3125.1927,14.0581
169,-816837.3254,-162314.6614,-114285.8079,-44788.1555,-38466.6016,-32527.2638,-32318.1579,-21398.9334,-15351.9428,-13350.9582,-6051.371,-4044.9979,-3923.8686,-3380.5892,14.9378
170,-821926.0051,-156747.1144,-110286.7949,-43669.6722,-38048.9253,-33107.5697,-27305.7363,-21432.3558,-15681.1674,-11371.5842,-5312.6868,-4049.5328,-3758.017,-3248.4926,16.6141
171,-879885.6478,-133270.8019,-90140.5558,-28388.773,-28753.6756,-19419.7596,-10991.6287,-7108.3963,-8430.1627,-4599.3724,-7311.6463,-3718.6292,-3763.0877,-3299.33,5.4566
172,-924257.2051,-128443.9886,-87112.4636,-25409.4447,-25214.1232,-16977.0897,-9482.2745,-7733.1842,-10605.1877,-4056.8454,-8838.0021,-3919.5855,-4090.575,-3660.7954,11.3805
173,-889062.327,-143516.3694,-99017.7163,-29996.1872,-26679.0089,-16600.5453,-8594.5488,-5910.548,-8419.6311,-4136.3376,-8407.0788,-3861.4142,-4246.9189,-3608.6098,6.0146
174,-795954.5207,-142451.6296,-88510.0877,-21020.9364,-19055.4092,-17634.3831,-14086.0334,-16633.4392,-9604.0369,-5262.2372,-9672.1104,-4694.0436,-3876.3286,-3288.2974,35.6402
175,-838150.8935,-175074.5503,-121130.9056,-29854.3511,-26643.9011,-23503.4729,-17060.7256,-16472.1555,-13275.7218,-6038.2064,-10048.2499,-4518.3112,-3749.4261,-3235.5341,10.5342
176,-927999.1315,-196209.395,-133577.2638,-35514.5573,-26980.0804,-24411.4937,-18764.895,-16826.9235,-15039.6319,-7081.5109,-9565.1367,-4456.3712,-3630.1466,-3143.1779,3.6212
177,-971926.0195,-121574.4099,-85551.168,-28359.7736,-28455.0611,-20899.875,-19426.7227,-16226.4419,-9494.1057,-7412.8175,-8932.6205,-4225.1856,-3945.3238,-3183.5308,5.1818
178,-881015.1578,-139583.1987,-90455.2311,-24357.468,-24483.855,-17475.1206,-16529.7428,-14795.2036,-8028.931,-6049.1705,-9071.6068,-4410.0184,-3935.6836,-3355.697,135.0567
179,-935712.4145,-118546.2343,-72922.8584,-22393.3924,-23781.9893,-18252.8006,-18937.912,-14777.6295,-8661.3731,-8169.3516,-9300.3075,-4294.7016,-3873.7213,-3262.7369,17.7304
180,-762208.793,-161731.2916,-109297.0834,-26588.0984,-29435.2197,-22650.9431,-22641.9989,-12001.1644,-6433.5983,-6866.8338,-6738.926,-2812.9163,-2351.5676,-1837.0345,14.8445
181,-668211.0294,-132029.9226,-84628.7748,-16385.7488,-22178.5073,-18025.2951,-18487.2667,-7483.4324,-2715.52,-4249.8346,-7206.8199,-2704.0999,-2263.9165,-2021.3056,4.1827
182,-758399.9966,-155338.7178,-102202.6339,-19840.1169,-21941.2282,-16729.8499,-17094.5696,-6689.7269,-2301.7017,-4796.5115,-6631.2223,-2293.4358,-1960.2266,-1599.2927,3.4987
183,-937940.8812,-154919.4306,-122163.4957,-19046.7495,-16423.5648,-16182.9623,-13300.6836,-8273.6282,-8229.4158,-5029.1285,-7513.9445,-4287.2286,-3843.3321,-3364.4746,6.7521
184,-915320.7926,-170399.0284,-109749.8736,-13215.45,-14297.7049,-17006.2986,-13504.1123,-9611.8055,-10271.5642,-4043.7823,-7157.3986,-3882.4424,-3200.396,-3147.1312,8.557
185,-972444.3181,-186967.1833,-133237.7328,-23500.2468,-18670.2911,-18078.2999,-16276.4817,-12814.4266,-10779.2223,-6316.3588,-6382.417,-4204.5887,-3802.0169,-3275.1501,196.9429
186,-795521.8857,-157541.325,-108605.7547,-32820.5519,-29580.7391,-24523.1625,-25278.663,-20157.0745,-18180.1355,-6216.7551,-9751.4202,-4198.5741,-3840.9543,-3316.3073,20.7994
187,-829923.7466,-159204.9871,-103595.6858,-28562.5458,-26568.5978,-22524.3093,-22457.8642,-17601.1145,-17213.2269,-6284.2634,-9958.3123,-3963.8593,-3723.118,-3294.7743,14.8946
188,-818259.7308,-149815.0848,-94669.9534,-28076.951,-26963.407,-22329.1338,-22129.4873,-17162.0679,-16687.2411,-4896.5468,-9124.7091,-4035.6785,-3692.5424,-3099.3565,11.6292
189,-951651.448,-230597.7462,-169093.9553,-40729.2414,-28497.8947,-21093.9701,-18035.9672,-14820.9299,-12505.7543,-8735.6129,-3885.9106,-3869.1466,-3660.1978,-3222.9448,2.8734
190,-969392.2029,-229047.7925,-169498.0814,-40815.5324,-29670.0131,-23258.5608,-19492.9001,-15705.8035,-13138.1207,-8950.6809,-3791.4701,-4048.5845,-3732.4091,-3102.5895,13.4251
191,-953915.3535,-229498.174,-170176.6901,-39946.1838,-30040.7056,-24326.1861,-20021.4294,-15434.3723,-13179.8353,-9487.4998,-3958.7895,-3958.6702,-3818.0839,-3238.6471,72.3209
192,-1491360.997,-286779.6339,-210181.7441,-63949.5861,-50191.3673,-40194.6172,-34536.1522,-30250.8223,-25652.4331,-14806.6282,-10711.6163,-5329.8353,-4897.7152,-4218.567,15868.743
193,-1489688.4,-254823.0514,-180892.308,-49728.5231,-38639.5689,-30851.7,-27381.664,-21485.9672,-19580.1997,-13275.7436,-11338.573,-5223.1951,-4720.5586,-4250.3538,12315.0926
194,-1490588.11,-294671.9371,-215037.182,-60309.3306,-47034.3572,-41387.2593,-35756.8255,-30925.4352,-25088.8209,-14304.1962,-8909.888,-5114.9234,-4620.0519,-3974.5091,2.5827
195,-794852.3736,-124601.6039,-74576.5451,-13268.7146,-12597.2493,-12733.1771,-10611.0765,-14864.0594,-8734.1215,-4780.2924,-9694.9249,-3774.1481,-3595.3125,-3107.4361,14.4259
196,-814062.5559,-148098.4673,-93063.9232,-14510.4633,-12905.5204,-12031.2417,-9295.1788,-13382.2744,-8433.8192,-4245.7847,-9723.1264,-3701.5362,-2788.0648,-2363.6106,33.3682
197,-825364.0986,-121247.1521,-67966.0222,-13804.0322,-13357.582,-11798.0033,-9964.7585,-15196.228,-9925.2705,-5836.3072,-10124.8606,-4143.4968,-3714.4977,-3319.8619,157.4273
198,-678456.8674,-146623.555,-95830.2722,-27021.9104,-20845.8335,-9276.3811,-4773.1987,-5954.1476,-8726.1343,-2110.7983,-10203.7933,-3093.3849,-2845.8474,-2345.4296,6.6434
199,-677302.4968,-172197.1649,-117888.2667,-27271.9346,-23243.4509,-9757.769,-4300.3429,-4255.8074,-8364.3364,-925.5524,-8900.5749,-2845.2516,-2591.6135,-2202.9932,6.2613
200,-764878.2465,-181222.7139,-123948.9721,-30815.9491,-23608.8172,-10426.6589,-4847.9579,-4965.0041,-7963.996,-873.9388,-8819.7054,-3291.6287,-2624.1317,-2084.4568,2007.0838
201,-645124.5092,-106345.5363,-75961.0772,-16301.8264,-12687.2812,-13130.1814,-8909.8251,-8198.8741,-11140.8437,-2983.1429,-8782.7464,-2653.7923,-2064.7291,-2091.9088,902.4704
202,-722663.8384,-110354.0338,-81986.9113,-17135.6064,-11690.0148,-13713.0658,-9205.3488,-9164.771,-9829.3685,-2565.1407,-8879.7228,-2749.4202,-2390.8983,-1996.2816,10.1063
203,-673161.6222,-111357.594,-81507.2172,-18291.5776,-14073.9828,-14907.7811,-11118.1921,-10341.6999,-11597.4804,-3469.235,-10379.471,-3435.333,-2606.3536,-2295.8124,14.5087
204,-742024.9794,-134958.5311,-82589.993,-18325.9366,-20356.3533,-17555.4215,-16518.4381,-8693.7078,-2927.1168,-2380.9358,-8722.9506,-3270.1712,-2840.8611,-2212.7723,9.1981
205,-752524.5398,-160040.5267,-103122.3638,-29536.7652,-26842.7818,-24619.4976,-20331.5324,-8893.7149,-2208.5393,-603.4763,-5755.6033,-2210.5962,-1999.5011,-1541.0333,39.3092
206,-693676.3551,-157254.6772,-95125.625,-25553.2658,-23321.2796,-19964.0663,-16052.8323,-11462.0629,-3994.488,-1077.3751,-8196.3287,-2745.7282,-2449.6855,-1944.8718,5.8836
207,-745761.4678,-126976.9035,-73535.6422,-16462.4894,-19345.3403,-17709.3949,-21380.7751,-11813.6483,-7958.7316,-13933.1141,-11442.5736,-3439.9657,-2789.0003,-2394.4829,13.9095
208,-728931.616,-121955.7437,-74214.4345,-14290.7719,-16735.3908,-14557.8246,-19355.7115,-9972.2787,-6002.5334,-10934.4225,-10634.7043,-2457.3509,-1826.0476,-1780.1522,145.7679
209,-697238.7819,-119312.5757,-69088.0694,-16891.3398,-18561.94,-16848.5954,-20513.7645,-11023.364,-7178.2226,-13302.8696,-11233.3405,-2990.4389,-2375.1114,-2161.8893,12.6615
210,-821664.127,-160758.1023,-120633.826,-26763.3219,-25756.0868,-22217.4755,-12453.8205,-8491.9734,-9755.354,-19084.7951,-10443.0973,-4311.0617,-4021.6541,-3508.3029,9.5267
211,-905177.3548,-171167.4747,-126597.1251,-30176.3566,-27948.8202,-25328.7887,-14785.6465,-10382.9963,-10823.566,-17668.0595,-9009.9039,-3568.6549,-3532.3567,-3175.3472,15.929
212,-869950.7258,-144675.9533,-108800.4606,-29312.7989,-28062.057,-22705.8143,-13078.6268,-9108.3717,-10376.5012,-18314.6762,-10246.539,-4342.8846,-4115.1928,-3587.6494,11.2862
213,-692954.4806,-126325.6567,-59835.8357,-4664.3488,-3210.6216,-8575.5568,-6123.4292,-8873.2669,-5752.9039,-1523.1503,-9308.6815,-4440.9472,-4022.0385,-3227.5013,753.5976
214,-740976.4626,-151499.8513,-96481.1306,-12085.5922,-15821.5942,-15082.6061,-9012.5408,-6842.8127,-9721.8557,-1927.7035,-8479.0369,-4280.3112,-3998.835,-3221.3381,8.602
215,-739267.9727,-156444.2134,-95125.2008,-15847.4426,-10956.9232,-11891.9384,-7437.395,-7993.1436,-8423.211,-1855.9494,-9168.3731,-4257.9157,-4004.5782,-3340.7917,392.4303
216,-596082.2581,-211963.2314,-147558.0202,-26906.8573,-23955.9666,-22959.8766,-18180.9242,-9924.0516,-6718.6087,-2030.131,-949.754,-2509.2181,-2391.7887,-2089.3745,143.2337
217,-570742.3525,-205049.0682,-145798.2676,-28231.686,-22237.3797,-20293.9148,-17237.0992,-11495.2257,-7349.262,-2846.8095,-322.4492,-2623.8765,-2324.6168,-1764.3426,6.4656
218,-596941.5893,-202402.0043,-145038.3594,-29442.2903,-21872.112,-19368.3946,-17340.9749,-11635.0857,-7596.289,-2694.8136,-300.4626,-2493.8471,-2122.7428,-1694.3932,8.9626
219,-696049.8016,-162681.3313,-95012.5952,-12042.5494,-12698.7133,-12980.8802,-13559.792,-9634.8207,-10184.0913,-3669.4927,-9673.3088,-3938.6162,-3266.1293,-2684.711,85.9175
220,-717033.9849,-167562.9831,-102650.0661,-13428.6555,-11787.3805,-14948.7894,-14821.1782,-9785.5233,-9466.2698,-4161.2361,-7578.8442,-3945.3023,-3246.7365,-2607.8006,44.7549
221,-703568.1348,-162868.082,-96905.5367,-10738.4008,-11373.4935,-12543.8873,-13792.5489,-9134.344,-9631.3617,-3597.4215,-8586.1929,-3897.1744,-3246.2308,-2627.15,2800.5951
222,-623550.4197,-158016.8962,-94814.5929,-16757.5878,-12543.4593,-12504.9806,-13829.7777,-12079.4535,-9515.9064,-1532.0283,-8715.6164,-3226.6513,-2896.6639,-2363.4227,11.9306
223,-644557.282,-154701.3452,-99172.4791,-14817.9662,-11329.2483,-15852.63,-11634.9062,-13342.7739,-8860.7238,-3448.5563,-9581.7888,-3396.9849,-3119.9146,-2555.1129,45.2963
224,-654104.4422,-146749.4437,-93140.6122,-13505.8317,-10804.8092,-13783.3986,-10059.4245,-12561.8242,-7916.0729,-2990.8448,-10513.6728,-3581.5776,-3332.0263,-2614.2474,64.4034
225,-762812.2214,-126562.0322,-90916.5128,-25787.3336,-26367.523,-17779.2728,-10464.3272,-8852.8541,-8000.0062,-287.3814,-7137.1989,-1973.529,-1532.3937,-1448.9659,6.4275
226,-733443.2553,-140572.9717,-102605.1192,-24209.333,-26163.3865,-18505.6917,-11325.0987,-9124.2745,-8363.6853,-442.9027,-7186.4336,-2102.5391,-1619.8247,-1425.1848,21.5795
227,-723678.1104,-144312.8399,-103636.9391,-21396.9518,-24600.4656,-18549.0967,-11561.3932,-10447.672,-7517.0727,-327.6854,-7455.6548,-2410.5718,-1887.1924,-1491.7424,6.9231
228,-1000323.234,-209336.9919,-147570.9354,-46688.4595,-37646.1249,-35179.7528,-27533.454,-25997.7593,-17208.1262,-8787.8602,-10646.5841,-4262.668,-4072.06,-3531.7291,4.9153
229,-988632.3121,-210617.5535,-151245.5347,-46356.2346,-36740.6372,-36092.8596,-28583.4155,-26329.8463,-17429.4385,-8695.45,-9663.2405,-3075.8663,-3675.9549,-3494.1463,4.8433
230,-981584.742,-213284.2871,-156237.1889,-44834.0642,-36933.2053,-32422.5395,-26353.4113,-23745.8769,-14948.481,-7808.0058,-8855.9044,-3723.8915,-3595.2788,-3281.2415,5.6301
231,-656047.4049,-126478.8578,-91535.7084,-29546.1729,-25672.8784,-17511.7726,-11356.5364,-7569.0757,-4840.2385,-840.6182,-4767.1841,-2060.966,-2054.0373,-1927.2569,15.2581
232,-663451.2579,-133337.3272,-95344.2721,-28604.5119,-24971.6675,-18530.0933,-11502.8892,-6592.5376,-2983.1484,-1233.8395,-4952.3186,-1539.0492,-1611.7496,-1683.037,5.676
233,-670964.0302,-135148.6616,-96051.5004,-29072.7476,-24414.8095,-18987.7106,-11978.0752,-6299.466,-2750.1742,-2363.3269,-5852.1609,-2173.1219,-2138.5195,-1774.9661,4.4833
234,-991409.5796,-193728.4145,-132324.0773,-35652.01,-32671.8651,-25655.5185,-24417.2054,-12898.3115,-7600.8604,-8754.9382,-10066.0534,-4068.147,-3963.7823,-3546.2416,392.4547
235,-919058.7525,-189897.1113,-125687.6325,-26820.9056,-29888.0492,-24250.6509,-24195.9705,-13225.149,-8164.4297,-10154.2709,-10213.0557,-4155.8475,-3974.0962,-3295.4443,5.4703
236,-991785.7204,-170965.622,-115395.5463,-28198.0977,-30524.0225,-23405.9182,-23510.4841,-13040.396,-7446.245,-7733.043,-9805.035,-4176.0551,-3947.7734,-3496.387,36.0616
237,-814214.0831,-174627.1573,-109269.8559,-18480.4151,-18503.3093,-20601.494,-16476.2877,-15971.4616,-11315.4138,-9786.9014,-4315.2148,-2912.9843,-2735.4926,-2476.3391,912.3712
238,-758791.7439,-161203.3741,-98301.4057,-19531.8185,-14596.6789,-17346.2987,-16028.7094,-12762.3529,-10456.7212,-7316.5645,-6057.3991,-2961.6452,-2595.546,-1914.0798,11.2979
239,-769434.4282,-156304.3219,-92557.2286,-17465.8308,-17402.3729,-19574.119,-17638.2937,-14257.0361,-10914.0341,-7683.5995,-5096.2911,-2880.0432,-2651.1842,-2275.8061,5447.2016
240,-755435.4734,-164991.9493,-109992.677,-19159.5092,-18896.362,-15435.5694,-12317.8365,-10899.457,-4626.5535,-2032.6521,-6950.1773,-2769.9222,-2100.8163,-1654.5751,28.3621
241,-775291.0839,-162475.496,-108226.6221,-19148.9211,-18334.0586,-17084.2656,-12255.5149,-10010.9636,-3366.487,-1344.4996,-7780.8212,-2692.5242,-2200.0783,-1810.403,22.3237
242,-771757.0715,-162312.3287,-106627.7874,-21128.4918,-20247.8814,-18544.2069,-14535.7008,-12337.9409,-5239.5129,-2429.1374,-6772.7283,-2513.9503,-2044.2657,-1678.6605,69.5309
243,-290383.4163,-61648.6422,-43156.1015,-7802.9366,-7480.3366,-8401.2543,-7290.1353,-7111.8474,-5842.233,-3005.7995,-2621.4365,-1014.9789,-897.0801,-769.8693,473.1565
244,-339272.6412,-67844.8646,-51791.5817,-7803.5637,-11029.1369,-10972.6284,-8808.2078,-7855.0281,-6365.0543,-2823.1645,-3172.9219,-1227.2094,-1058.9415,-887.397,50.2355
245,-230838.1858,-45992.5358,-32966.217,-7161.2452,-7548.5984,-7098.2248,-5893.5137,-4977.4103,-4797.02,-1944.1479,-1981.9308,-804.8058,-709.6905,-562.2911,5.4592
246,-1492007.267,-288307.6759,-220007.8697,-77365.3807,-64960.4914,-50642.5456,-41009.8466,-35154.7801,-23595.4711,-14182.3153,-11976.1354,-5421.4869,-4922.4023,-4220.4144,13401.0151
247,-1491814.755,-249585.9137,-188030.5457,-65999.6309,-56471.1146,-51703.9719,-42454.2458,-32187.1303,-21109.7729,-12743.282,-12194.1494,-5533.1452,-4869.5266,-4239.4575,7152.9674
248,-1490874.307,-249487.2448,-191685.2017,-62071.5716,-51990.2624,-49972.0073,-42265.017,-31283.0776,-20023.9713,-11724.1027,-12012.2579,-5331.0074,-4726.7688,-4095.5063,148.9224
249,-830775.3189,-229359.0051,-165625.9003,-35575.667,-24104.1112,-16061.8406,-13829.9838,-12616.508,-10022.343,-5882.5658,-4801.1411,-3209.8921,-3639.4611,-3192.5105,12.7179
250,-854337.0491,-230592.6828,-164894.4796,-36026.743,-27612.6418,-19363.3992,-15797.986,-13911.141,-10404.9257,-7010.8193,-4324.3405,-3087.6765,-3521.5573,-2984.5795,18.298
251,-892378.9639,-244465.3647,-186399.1164,-39182.3349,-29572.7606,-21784.9391,-17322.4131,-16317.9395,-12266.0482,-8449.2404,-4626.0665,-3166.9931,-3652.4804,-3195.5228,16.6779
252,-1059801.694,-204445.134,-137838.2274,-44822.7729,-35481.8694,-28491.0041,-25971.5313,-14234.3646,-8243.1767,-8164.3104,-9851.5252,-4675.1764,-3787.8319,-3281.7562,52.37
253,-1052084.193,-217577.2067,-149454.9246,-46238.9234,-39402.0196,-30123.802,-28028.2281,-15762.9527,-9452.0033,-8580.2245,-9706.3776,-4921.7667,-4150.0686,-3374.4678,5.4773
254,-1075549.162,-243455.533,-178408.3366,-54295.6505,-40658.8672,-29586.6026,-25893.8441,-20434.0387,-12640.3552,-8649.4975,-9668.2548,-4750.298,-4067.8804,-3285.8669,11.7398
255,-672853.1322,-143783.649,-94174.2075,-20955.6939,-13429.1721,-7377.8251,-2628.2394,-3197.7123,-8931.4648,-1701.2686,-9987.2842,-3426.1092,-2850.4131,-2448.0639,5.2282
256,-631003.5332,-137976.6077,-81351.7581,-15219.1567,-9478.1241,-9473.8222,-4747.8013,-5635.6875,-9005.5571,-2275.1113,-8990.5047,-3339.6227,-2675.9465,-2117.4987,168.5126
257,-614384.9617,-154533.8652,-104682.7776,-17883.5665,-10789.5624,-8713.8154,-3781.4837,-3933.8625,-9534.7322,-2051.6292,-9101.0119,-3534.0974,-2982.629,-2421.3744,490.1456
258,-946453.2805,-192454.5395,-141567.5664,-30873.5778,-27615.1069,-23507.1037,-19555.9321,-14285.6194,-13158.8755,-4874.5067,-7284.382,-4258.1821,-3771.2172,-3217.0417,6.0613
259,-925154.1723,-196222.0194,-147178.3843,-27299.731,-26351.1762,-26245.6825,-16331.099,-12264.1834,-12653.4299,-2833.7035,-8101.3553,-4196.9846,-3766.9776,-3158.5643,6.1091
260,-848919.6417,-189122.9152,-130287.1789,-17660.3975,-17628.6608,-18795.9913,-15031.953,-10861.5304,-11331.2043,-2529.9956,-7991.2106,-3865.6339,-3499.5515,-2866.9908,56.1096
261,-630610.6776,-155979.9625,-103503.038,-24483.2757,-19086.9132,-15049.7593,-11817.8927,-9926.6104,-6738.1986,-3280.2665,-4435.3884,-1804.405,-1454.0045,-1123.5576,7.9045
