,mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta
132,10.2144,15.8001,7.7659,-0.13946,0.31146999999999997,-0.22655999999999998,-0.34631,-2.4743,-1.4979,1.0055,1.3926,0.032633999999999996,-0.020005000000000002,-0.0013796,0.00081847,0.00076921,-0.0016104,0.0054989,-0.00054189,-0.0016236,0.0013460999999999998,0.0034079,-0.0014138,-0.0031953000000000003,0.0019234999999999999,-0.0019924,0.0046676,-0.0017458999999999999,-9.89e-05,-0.0010804,0.00079264,-0.00033634,0.00012722,2.7699999999999996e-05,0.0003494,-0.00052148,0.00024594,-0.00028803,0.00018223,0.00020055,-0.00014202,2.47e-05,0.12178,0.48003,0.5219699999999999,0.47786999999999996,0.36789,0.26133,0.22766,0.28053,0.19451,0.23304,0.15481,0.18455,0.23510999999999999,0.16988,0.015584,0.069925,0.072608,0.063493,0.046071,0.034723000000000004,0.031323000000000004,0.030551,0.0246,0.033511,0.024387,0.022948,0.030337,0.022357,0.005137399999999999,0.034451999999999997,0.037572,0.032797,0.024178,0.019033,0.016676,0.015512,0.012821,0.016718,0.012034,0.011863,0.014972,0.012468
133,9.9814,15.3756,7.6519,0.32376,0.5092300000000001,-0.43132,-0.52071,-2.1283,-1.1482,0.8234299999999999,0.85701,-0.096491,-0.05587,0.39879000000000003,-0.0017194000000000003,-0.0078575,0.0012686,0.0016167999999999998,0.00099801,0.0011178,-0.0005341,-0.00017498,-0.0018821999999999999,0.0035849000000000002,0.00067576,-0.00097414,-0.001456,0.0011347999999999998,0.00012924,0.00020632,9.63e-05,0.00020034,-0.000362,-0.00043056,0.00045973,0.00068488,-0.00024015,-0.00057145,-0.00015748,0.00030935,6.500000000000001e-05,-1.1e-05,0.11599000000000001,0.70699,0.59031,0.50737,0.31364000000000003,0.34962,0.30611,0.31838,0.23875,0.25078,0.21045,0.25233,0.24736999999999998,0.2623,0.015674,0.08806900000000001,0.078929,0.072268,0.044363,0.051223000000000005,0.046978,0.045271,0.030101999999999997,0.036141,0.031483,0.031451,0.034061,0.03323,0.0066316000000000005,0.042431,0.041408,0.036351,0.022789,0.025086,0.023755000000000002,0.022227,0.016162,0.018616999999999998,0.016555,0.016040000000000002,0.015959,0.015815
134,9.9934,15.1908,7.7256,0.7902100000000001,0.17210999999999999,-0.041601,-0.71924,-2.5884,-0.9467700000000001,1.5003,1.1431,-0.78888,0.38759,0.33542,-0.0013116,0.0014765000000000002,-0.0022326,-0.00091577,0.0013212999999999999,-6.19e-05,-0.000153,0.0047403,-0.0035691000000000004,0.00019958,-0.00075958,1.66e-05,-0.0018212,0.0013122,-0.00013618,0.00015186,-0.00055049,7.730000000000001e-05,-3.9e-05,0.00065267,-5.9499999999999996e-05,-9.51e-05,4.22e-05,-0.00017882,-8.68e-05,0.0001446,0.00015176,6.47e-05,0.11694,0.69843,0.57749,0.48708,0.29196,0.39614,0.25844,0.34358,0.26089,0.2348,0.2218,0.25288,0.28554,0.24114000000000002,0.019068,0.095502,0.07510499999999999,0.056428,0.037630000000000004,0.055683,0.031822,0.034297,0.030080000000000003,0.03007,0.033246,0.035071,0.035401999999999996,0.035782999999999995,0.0073824,0.041665,0.035166,0.026004000000000003,0.018741,0.025495,0.01616,0.018149000000000002,0.015732,0.014338,0.016030000000000003,0.01676,0.016125,0.017636000000000002
135,10.0068,16.066,8.001,-1.1385,-0.9559799999999999,-1.6954,-0.50977,-1.6979,0.29849000000000003,1.8448,-0.7629600000000001,-1.1926,0.33116,-0.20829,0.0031276999999999998,0.0060532,0.0015092,0.0075616,0.0031666,-0.0039094,-0.0044078,0.0075235,-0.0021541,-0.0037066000000000004,0.003708,-0.00017327,-0.00053594,0.00049857,-2.5e-05,0.0012694000000000002,-0.0015686,0.00080976,-0.00068868,0.00083615,-0.00073002,0.00058636,-6.840000000000001e-05,-9.340000000000001e-05,0.00025447,-2.44e-05,-0.00025418,0.00014043,0.17987,0.69523,0.62044,0.49718999999999997,0.377,0.42888000000000004,0.33555,0.42646000000000006,0.21885,0.17024,0.21491999999999997,0.16495,0.20342000000000002,0.15032,0.020997,0.10585,0.08532000000000001,0.06113300000000001,0.041454000000000005,0.043309,0.046083,0.046347,0.022129,0.02085,0.021822,0.02229,0.025064,0.020028999999999998,0.006714399999999999,0.052109,0.050748,0.03207,0.020683,0.023589,0.025281,0.024594,0.011458,0.011219,0.011493000000000001,0.011068999999999999,0.013775,0.011208
136,10.0286,15.2023,8.7084,-0.047271,-1.3491,-1.3222,-0.54518,-1.5789,0.70906,1.6780000000000002,-0.22615,-1.1769,0.0021839000000000003,-0.17343,0.00090432,0.0019651,-0.0019999,0.0121,0.002836,-0.0044821999999999996,-0.0010115,0.0064395,0.0006359,-0.0045875,0.0018590999999999998,0.0011029000000000002,4.47e-05,-0.0018212,4.98e-05,0.0016533000000000001,-0.0012981,0.00011127,-0.0003568,0.00060132,-5.7700000000000007e-05,-0.00011983,4.4200000000000004e-05,4.46e-05,2.65e-05,0.00025531,-0.00060145,0.00047577,0.20689000000000002,0.77647,0.61816,0.81411,0.54699,0.43691,0.35653,0.55379,0.29393,0.23949,0.17177,0.23646,0.23006,0.20135,0.023576,0.11854,0.096729,0.10132999999999999,0.070188,0.051989,0.04868,0.058879999999999995,0.044311,0.028589,0.022237,0.036962,0.038474,0.027472000000000003,0.0079361,0.053189,0.046854,0.038417,0.025852999999999998,0.022802,0.024782,0.025378,0.020498,0.014972999999999998,0.011754,0.017227000000000003,0.016862000000000002,0.011895999999999999
137,10.068,16.4685,8.2927,-1.6412,-1.6009,-0.9806799999999999,-0.38676,-2.3311,0.37690999999999997,1.476,-1.0162,-0.97239,0.16841,-0.10758,-0.00085434,-0.0087484,0.0015272,0.0094725,0.0025601,-0.0015815,-0.007222800000000001,0.0081247,-0.001066,-0.0048536000000000004,0.002769,0.00074858,0.00084631,-0.0006326000000000001,0.00010901,0.00018035,-0.0003266,0.00077197,0.00019969999999999998,-0.00060234,0.00033635,2.46e-05,-0.00016475,0.00024608,-0.00029926,0.00022083,0.00011643,1.31e-05,0.19314,0.8532,0.8613799999999999,0.72983,0.3612,0.46062,0.5397,0.39435,0.22559,0.23990999999999998,0.21093,0.19259,0.18841,0.15594,0.024775,0.13910999999999998,0.12728,0.08154299999999999,0.045411,0.063838,0.064961,0.057941999999999994,0.039106,0.040492,0.030083,0.032136,0.032827999999999996,0.026717,0.009208200000000001,0.058466,0.05418099999999999,0.031962,0.01854,0.021283,0.024446000000000002,0.023861,0.01645,0.017431,0.01312,0.0138,0.014126,0.01176
138,7.3567,7.9791,6.3567,3.3667,-0.22184,0.69231,-1.09,-0.70933,0.77045,-0.14135999999999999,-0.28183,0.28041,0.18043,-0.16995,0.0010655999999999999,-0.0021620999999999997,0.0041441,-0.00057259,-0.0014179,0.0021285,-0.00090975,0.0037412,-0.0011815999999999999,-0.002125,-0.00053093,0.00045907,0.0011663,0.0038400999999999995,-0.00032138,0.0011325999999999999,-0.00050913,-0.00093116,-0.00028915,-0.00080474,0.00039375,0.00046343,0.00029052,-0.00013779,0.00023168,-0.00035972,-8.44e-05,0.00040987,2.6473,3.9530000000000003,2.3568,0.8451299999999999,0.63662,0.50658,0.62597,0.69338,0.52247,0.38174,0.36296999999999996,0.31471,0.43783,0.3761,0.29559,0.51552,0.23178,0.1148,0.09422799999999999,0.075134,0.099218,0.1168,0.087282,0.049402999999999996,0.069838,0.049117,0.049298,0.036483,0.077497,0.15395999999999999,0.055626999999999996,0.04918,0.037126,0.031045999999999997,0.037622,0.042194,0.032774,0.022027,0.028493,0.023403,0.020149,0.018324
139,8.623,8.7603,6.5923,4.2853,0.5351600000000001,1.4003,-0.54474,-0.36128000000000005,0.40493,0.047159,0.10577,0.102,-0.082384,-0.12339000000000001,-0.0020009,-0.015538999999999999,0.0028449,0.005869,-0.0024498000000000002,0.0013945000000000001,0.00075202,-0.00099381,0.0014718,-0.0019955,-0.00053604,0.0011357000000000001,0.0014757,0.0016565999999999998,0.00046371,0.00091836,0.00069135,0.00049477,-0.00036877,-0.00071741,-0.00027157,-0.00044129,-8.240000000000001e-05,0.00017959,0.00024481,-0.00021432,0.00028141,0.00019564,0.77193,2.4811,1.1295,0.42553,0.34623000000000004,0.52051,0.63446,0.5924699999999999,0.29404,0.25056,0.2595,0.25964,0.23281999999999997,0.20751999999999998,0.064511,0.16822,0.11130999999999999,0.055277999999999994,0.042414,0.059330999999999995,0.064456,0.057398000000000005,0.038463,0.032777,0.030861000000000003,0.033323,0.038868,0.028006,0.023161,0.058026,0.041675,0.026997000000000004,0.020284,0.025547999999999998,0.024111,0.023115,0.018275,0.018383,0.015537,0.017262,0.017121,0.014516999999999999
140,8.7396,10.3382,7.1908,4.488,-0.33319,0.15291,-1.0701,-0.26300999999999997,0.9144100000000001,-0.8767299999999999,-0.26079,0.45916999999999997,0.17644,-0.8913399999999999,-0.007073899999999999,-0.019325,-0.009018,0.008851799999999998,-0.0022695,0.0011269,0.0041589,0.0023103999999999998,-0.0034833,-0.0017486000000000001,0.006021100000000001,-0.0044893,0.0020748,0.0056396,-0.00015877,-0.00093587,-0.00072777,0.00052492,0.0008343999999999999,0.00015849,-0.00041233,-7.670000000000001e-05,0.00016693,-0.00011521,0.00023313,-0.00019501,0.00040268,1.04e-05,0.44298000000000004,1.4316,0.61302,0.7377199999999999,0.56958,0.37427,0.3656,0.26553000000000004,0.38844,0.33084,0.33868000000000004,0.36983,0.22116,0.34405,0.056358000000000005,0.1954,0.083865,0.10603,0.08980700000000001,0.05896900000000001,0.043951,0.042351,0.054440999999999996,0.043754,0.03895,0.044543,0.040797,0.037298000000000005,0.023171999999999998,0.08834700000000001,0.042136,0.051102999999999996,0.043594,0.029782,0.021535,0.021834,0.025474,0.022305000000000002,0.019147,0.022580000000000003,0.019285,0.018838
141,9.9741,16.682000000000002,6.962999999999999,-2.316,-0.023494,-2.6897,-1.2234,-0.193,-0.4228,-0.2036,0.5819300000000001,-0.72564,-0.98626,0.50861,-0.00087459,-0.001591,-0.0026024,0.0081767,-0.0055628,0.00049727,-0.00051338,0.0029091,-0.0014639000000000002,-0.0018247,-0.0020168,0.0026993000000000004,-0.00022687,9.740000000000001e-05,0.00016279,0.0002188,0.00025061,-0.00019489,0.00016221,-0.00029773,0.00029737,-0.0001799,3.59e-05,0.00020604,-0.00044505,0.00016601,1.84e-05,8.26e-05,0.10935,0.5056,0.52469,0.46691000000000005,0.40209,0.361,0.26873,0.21249,0.21803000000000003,0.26152,0.1872,0.20082,0.1375,0.16971,0.013753999999999999,0.06978200000000001,0.070639,0.058588999999999995,0.054925999999999996,0.042935,0.031827999999999995,0.026318,0.038343,0.035985,0.029394,0.029071,0.022028,0.023819999999999997,0.004677000000000001,0.032125,0.037185,0.032108,0.029091000000000002,0.022059,0.016916,0.013429,0.018047999999999998,0.015785,0.01355,0.014265,0.010847,0.011686
142,9.9788,16.8994,7.2221,-2.4654,-0.2384,-2.5166,-1.541,0.7730100000000001,-0.29307,-0.57016,0.33116,-0.18495,-0.39944,0.079178,0.00044393,-0.0034428000000000006,0.0011423,-0.0040507,0.0015399,-0.0028851,-0.0019207999999999999,0.00083233,0.0023002,-0.0023268,-0.002014,0.0027353,0.00047846,-0.0031365,4.6899999999999995e-05,0.0013631,-0.001533,0.00095904,-0.00057031,0.00045396,-0.00046479999999999997,0.00018776,-0.00051876,0.00026292,4.22e-05,4.01e-05,-0.00032426,0.00032159,0.21131999999999998,0.69362,0.6717,0.5746899999999999,0.3846,0.32938,0.28221,0.25586,0.22236999999999998,0.21811999999999998,0.20647,0.23679,0.14192000000000002,0.16496,0.037456,0.13571,0.10627,0.092222,0.06272,0.05442999999999999,0.045076,0.033946,0.031597,0.036317,0.030961000000000002,0.024378,0.021312,0.027248,0.013694999999999999,0.061007000000000006,0.048623,0.043827,0.032052,0.026976,0.020382,0.015818000000000002,0.01526,0.017603999999999998,0.014022,0.01207,0.009861100000000001,0.012801
143,9.8958,17.366,6.984,-2.2032,0.28412,-2.5876,-1.2317,0.28966,0.063547,-0.26322,0.60698,-0.30438000000000004,-0.6711699999999999,-0.12068,-0.0036779000000000004,-0.0034408,-0.0060769,-0.002816,0.0018464000000000002,0.00018936,-0.0033669000000000004,0.0025188000000000003,0.006374800000000001,-0.0057066,-0.00040433,0.004361600000000001,-0.002395,-0.00035897,-0.00033442,-0.00050287,-0.00035281,6.929999999999999e-05,-0.00021184,0.00036173,0.00012716,-0.0005092,0.00037006,0.0001509,-0.00042913,0.00011763,0.00012676,-2.0300000000000002e-05,0.24023000000000003,0.52447,0.56719,0.53338,0.50926,0.32605,0.2771,0.30995,0.27817,0.31979,0.20894000000000001,0.24028000000000002,0.17679,0.17905,0.03249,0.10855,0.063804,0.07739299999999999,0.063978,0.046287,0.045974,0.040285,0.034326,0.033826,0.031830000000000004,0.02496,0.026857,0.027389,0.012495000000000001,0.041814,0.026633999999999998,0.034492,0.025230000000000002,0.02333,0.024328,0.01895,0.015538999999999999,0.017814,0.015115,0.011665,0.011935,0.012347
144,10.599,14.8123,2.7035,0.66896,1.8537,-3.8011,-4.0856,-1.9345,-0.45271000000000006,-1.485,-0.23099,-0.50048,-0.81882,-0.66047,-0.00037927,0.0019117000000000001,-0.0047528,-8.83e-05,0.0038948,-0.0032323,-0.0026343000000000004,-0.00021752,-0.0037077,-0.004733,-0.00078072,-0.0029452,-0.0047143,-0.0022493,-4.94e-05,-0.00056885,-6.1e-06,0.00028644,0.00010901,-0.00012448,-0.00030172,-5.8399999999999997e-05,8.26e-05,-0.00027994,-0.00014548,7.340000000000001e-05,-0.00021117,-0.00023747,0.1717,0.56413,0.3877,0.38697,0.68267,0.39449,0.29880999999999996,0.2837,0.31984,0.36976,0.25597,0.18687,0.40434000000000003,0.30069,0.016837,0.07225,0.035331,0.039313,0.05405599999999999,0.036974,0.03405,0.028504,0.032693,0.028772000000000002,0.025632,0.02366,0.029749,0.027344,0.0057416,0.030391,0.018405,0.020759,0.030964999999999996,0.018025,0.017412,0.014461000000000002,0.017476,0.013550999999999999,0.012372,0.011664,0.014586000000000002,0.013777000000000001
145,10.6468,14.95,4.0094,-0.39663000000000004,1.6012,-4.4756,-4.1991,-1.6874,-0.2233,-1.7129,-0.5017199999999999,-0.6507,-0.6503,-1.3745,0.0034563000000000003,0.0028443,-5.78e-06,0.0061784,0.0024791,-0.0023013,-0.00083731,0.003401,-0.004031600000000001,-0.0028155999999999997,-0.0008898999999999999,-0.0035458,-0.00063446,0.00079467,6.83e-06,-0.00017562,0.0008451999999999999,0.00010322,0.00097353,-0.00012585,0.000322,0.00032077,0.00062924,-7.23e-05,0.00037176,0.00048624,-8.82e-05,-5.88e-05,0.26718000000000003,0.6471399999999999,0.4245,0.4189,0.39077,0.34118000000000004,0.29367,0.37508,0.30856999999999996,0.31319,0.24165,0.20604,0.2917,0.34133,0.017825,0.076805,0.047560000000000005,0.035485,0.055821,0.053689,0.038731,0.042686,0.038228,0.045901,0.0334,0.032626999999999996,0.031349,0.032531,0.005451600000000001,0.032289,0.025344,0.017081,0.028597000000000004,0.026382999999999997,0.019357,0.018381,0.018084,0.020996,0.017352,0.014238999999999998,0.015181,0.015088999999999998
146,10.6645,14.6444,2.99,0.4711,1.8153,-3.2560000000000002,-3.984,-1.931,-0.8648899999999999,-1.2875,-0.50727,-0.48868,-0.65369,-0.38173,0.00096117,0.0021322,-0.00052392,0.0017339000000000002,0.010469,-0.00011204,-0.0016737000000000002,-0.00028895,0.00069267,-0.0012554,3.11e-05,0.0028668,-0.00099949,-0.0023706,-1.09e-05,-6.87e-05,4.35e-05,0.00030578,-0.00022185,0.00010171,0.00014044,9.76e-05,-0.00018863,0.00032197,8.8e-05,0.00017039,-0.00017384,-2.52e-05,0.17175,0.58535,0.4766,0.33135,0.73174,0.42901999999999996,0.49068,0.22795,0.49256000000000005,0.23385999999999998,0.25178,0.25328,0.20002,0.24939,0.016596,0.055735,0.039383,0.034339,0.058222,0.044016,0.039524000000000004,0.022359999999999998,0.039169999999999996,0.026545999999999997,0.027348,0.032841,0.022821,0.021497,0.005650199999999999,0.026364,0.019059,0.019856,0.031538,0.018162,0.014618,0.012138,0.020231,0.01226,0.012003,0.012116,0.011405,0.009964200000000001
147,10.0771,15.5451,5.9195,-3.2805,-1.1201,-2.8912,-2.7278,0.8135100000000001,1.1195,-0.1528,-0.47953,-1.3159,-0.55087,0.23872,0.00019323,0.0049586000000000005,-0.0025591999999999998,-0.0011719,0.0030714,-0.00083912,0.00038341,0.0013696,0.0013527,-0.0029376999999999997,-0.0013312999999999999,0.0018008,-0.0031649,0.00066902,0.00011837,7.48e-05,6.95e-05,-0.00023734,-0.00016919,0.00015444,-0.00030329,-9.279999999999999e-05,-6.159999999999999e-05,-6.0299999999999995e-05,-0.00012817,-6.64e-05,-9.92e-05,-4.429999999999999e-05,0.08805299999999999,0.79628,0.77431,0.55006,0.39329000000000003,0.26238,0.2092,0.22089,0.18,0.19662000000000002,0.19709000000000002,0.16832,0.18843,0.14242,0.012075,0.14302,0.13956,0.10327,0.068236,0.040737,0.037849,0.027313999999999998,0.03032,0.032789,0.025476,0.026108999999999997,0.024534,0.021803,0.0039145000000000004,0.063001,0.062739,0.047369999999999995,0.030841000000000004,0.019155000000000002,0.017314,0.012961000000000002,0.013083000000000001,0.01602,0.011774,0.012916,0.011868,0.01047
148,9.9559,14.5631,5.9579,-3.4814,-0.51407,-3.5434,-3.2683,0.9046200000000001,1.1159999999999999,-0.25811,-0.4626,-1.6461,0.33319,-0.65169,0.00070445,0.013461,-0.0005497999999999999,-0.00020909,0.0098788,0.001349,0.0016442,-0.0014915999999999998,-0.0017187,0.0053473999999999995,-0.0013602,0.0017586,0.0022809,-0.0022256,0.00018485,6.56e-05,9.19e-05,-0.00030475,-0.00038431,0.00016307,-0.00034078,-0.00010345,7.099999999999999e-05,-0.00035368,0.00012105,-9.73e-06,-0.00031494,-3.01e-05,0.1739,0.5727399999999999,0.46048999999999995,0.51855,0.5181100000000001,0.36764,0.23276,0.34667,0.34931,0.3315,0.23679,0.24104,0.36805,0.26616999999999996,0.015672,0.074377,0.07700800000000001,0.069151,0.054444000000000006,0.043989,0.035608999999999995,0.043761,0.035081,0.032471,0.030304,0.035794,0.043585000000000006,0.034901999999999996,0.0050157,0.02887,0.036900999999999996,0.029545,0.023816999999999998,0.017815,0.016288999999999998,0.015447999999999998,0.014672,0.01402,0.014325999999999998,0.016345,0.017869,0.016747
149,10.0692,16.1736,5.3507,-3.4442,-0.40707,-2.8541,-3.347,0.16447,1.1816,-0.059163,-0.55191,-1.8555,-0.016812,-0.20645,0.0025607,0.0049254,-0.0016311,0.0017362999999999999,-0.0064101,-0.0025638,0.0055306999999999995,-0.0015262000000000001,-0.0034471,0.003964199999999999,-0.0013338,0.00049854,0.00086041,0.00022559999999999998,-2.9100000000000003e-05,0.00015749,-0.00010192,0.00021691,-0.00037988,0.00033017,2.1e-05,-3.5499999999999996e-05,0.00014831,-8.240000000000001e-05,5.98e-06,0.00023923,-0.00011715,0.000101,0.23435999999999998,0.83536,0.76325,0.56794,0.6877800000000001,0.27549,0.3548,0.34688,0.28884,0.28442,0.31094,0.24514,0.19616,0.18295,0.020835,0.10293,0.091311,0.078908,0.058252,0.035441,0.039015,0.029983,0.034432,0.042427,0.03588,0.033964999999999995,0.031285,0.029547000000000004,0.0061867,0.042679,0.043134,0.032293,0.021905,0.015868,0.0158,0.013199,0.014177,0.016136,0.015161,0.015241,0.013783000000000002,0.013755000000000002
150,10.4146,14.6481,7.3468,1.5745,-1.9273,-0.87165,-0.69309,-2.9412,0.48836999999999997,0.63917,0.13191,-0.61068,-0.6311100000000001,0.2093,-0.0023125999999999997,-0.013963999999999999,0.0067495,-0.0010368,-0.0010704,0.0031559,-0.0030055999999999998,0.0022566,0.0021931,-0.0026429,0.00028112,-0.002816,0.0016924,-0.0020699,-5.91e-05,-0.00065278,0.00071267,9.09e-05,-0.00013549,8.72e-05,8.22e-05,-0.00035834,0.00049764,-0.00028178,-3.09e-05,-0.00012296,-8.92e-05,0.00031464,0.1243,0.88331,0.72724,0.28534,0.38971,0.2353,0.45664,0.67171,0.41243,0.21114000000000002,0.19047999999999998,0.16667,0.18935,0.2021,0.019036,0.087476,0.07373099999999999,0.026692,0.041104,0.031657,0.044744,0.055136000000000004,0.040694,0.030211000000000002,0.029113999999999998,0.024774,0.018788,0.026025,0.007268999999999999,0.044856,0.038304000000000005,0.011902,0.022378,0.014397,0.022822,0.029108999999999996,0.021605000000000003,0.014224,0.012487,0.012305,0.0093802,0.012195000000000001
151,10.3425,13.8389,7.5296,1.901,-2.2316,-0.9763200000000001,-1.2009,-2.5705,0.40238,0.64712,0.32804,-0.9666600000000001,-0.43388000000000004,-0.025328,-0.002375,-0.0060294,0.0062756999999999995,-0.00015224,-0.0064468,-0.0017680999999999997,0.0026913,0.0022074,0.00070234,-0.001214,-0.0011664000000000002,0.00036128,-0.0017477999999999999,0.00051969,-5.8399999999999997e-05,-0.00026074,0.00010401,0.00043562,-0.00041858,-0.00033468,0.00046112,-0.00024487,0.00018827,1.29e-05,0.0001035,3.0799999999999996e-05,-0.00050218,0.00041824,0.17309000000000002,0.88054,0.7007,0.26926,0.48043,0.28476,0.31422,0.51599,0.32776,0.15573,0.19541,0.19769,0.20756,0.17184000000000002,0.031550999999999996,0.095777,0.07245800000000001,0.038319,0.055715999999999995,0.038038,0.042742,0.050082,0.042897000000000005,0.023099,0.02752,0.025800999999999998,0.027627,0.0215,0.0096338,0.04899,0.039195,0.016163,0.028582999999999997,0.018550999999999998,0.019478,0.028307,0.020163999999999998,0.0099602,0.012853999999999999,0.0122,0.01175,0.010041
152,10.247,14.4383,7.7602,2.4463,-2.2243,-0.8879299999999999,-0.79627,-2.575,0.6695,0.64991,0.25818,-0.76626,-0.5661,0.40403,-0.0015127,-0.0014632999999999998,-0.0015399,0.00018273,-0.0025857,0.0027569,-0.00038854,0.0028578,-0.001424,-0.0020613000000000003,0.0014512000000000001,-0.0034387,0.0055886,-0.002386,6.720000000000001e-05,-0.00099243,0.00076272,0.00036839,-0.00042547,0.00016885,0.00014443,-0.00029283,0.00026338,4.4e-05,8.909999999999998e-05,-0.00047351,0.00051377,-0.00039765,0.09199600000000001,0.7137399999999999,0.55908,0.312,0.44472,0.25679,0.3871,0.53908,0.30544,0.23206999999999997,0.2059,0.2193,0.42485,0.24708000000000002,0.0105,0.080587,0.063165,0.036351,0.057285,0.030849,0.039285,0.052563,0.036506,0.025625,0.027192,0.021508000000000003,0.028298,0.021349,0.0038336,0.045248000000000003,0.036621,0.014273,0.031416,0.016647,0.018093,0.028532,0.020847,0.011583,0.011943,0.010294,0.01237,0.010005
153,9.4373,12.3915,6.6093,2.7214,2.2601,-1.7348,-1.2009999999999998,-1.9173,-1.0872,0.1646,1.1885,-1.5386,0.39711,0.009319200000000001,0.00097616,-0.0055045,0.0022533,0.0056758,0.0034856,0.0034658000000000002,-7.44e-05,0.0027924,-0.00054586,-0.0025943000000000003,-0.00093613,0.00027182,0.0027554000000000003,0.00085342,0.00010159,0.0010218999999999998,-0.00068629,0.00032544,-5.379999999999999e-05,0.00078895,-0.00010401,0.00023874,-0.00090523,0.00082577,-0.00039229,0.00043049,-0.00031289,0.00026859,0.31153000000000003,0.87598,0.62347,0.44792,0.46821,0.48173999999999995,0.62602,0.42028999999999994,0.30837,0.31747,0.44211999999999996,0.5211,0.36513,0.24206999999999998,0.047842,0.1109,0.07477400000000001,0.060361,0.066288,0.064937,0.069699,0.052267999999999995,0.049788,0.049439,0.054528999999999994,0.055086,0.044241,0.039016,0.015785,0.049356,0.038082,0.029027999999999998,0.031865,0.03367,0.032263,0.027201999999999997,0.023283,0.022387999999999998,0.027017000000000003,0.028349,0.023536,0.019368
154,9.6935,11.4162,6.9983,4.0278,1.7785,-1.3605,-1.2292,-1.9793,-0.6623,-0.2985,1.2429,-1.5392,0.59941,-0.034656,-0.002975,-0.010426999999999999,0.005148699999999999,0.00041674,0.0013664999999999999,-0.0079013,-0.0023539000000000003,-0.00048868,0.0038929999999999998,0.00037877,0.0026046,-0.0033655,-0.0023120000000000003,-0.00081908,2.8800000000000002e-05,-0.00013646,-1.9399999999999997e-05,0.00016618,0.00016856,0.00075093,-0.00032705,0.00012225,0.00010857,-0.00017072,-0.00052644,6.73e-05,0.00052685,0.00015777,0.24905,0.9672,0.6563,0.40181999999999995,0.37934,0.5194,0.46675,0.43664,0.40913,0.43565,0.39358000000000004,0.49301999999999996,0.33905,0.29564,0.039867,0.10949,0.067416,0.061083000000000005,0.050503,0.0589,0.055470000000000005,0.054786,0.041139,0.045413,0.045129,0.051454999999999994,0.041187,0.043801,0.014925999999999998,0.05255,0.038191,0.025431,0.026777999999999996,0.029736000000000002,0.02494,0.026638,0.021613999999999998,0.018355,0.024054,0.027939,0.020946,0.021334
