f4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_TKEO_mean_5_coef,det_TKEO_mean_6_coef,det_TKEO_mean_7_coef,det_TKEO_mean_8_coef,det_TKEO_mean_10_coef,det_TKEO_std_5_coef,det_TKEO_std_6_coef,det_TKEO_std_7_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_6_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_5_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,app_LT_entropy_shannon_1_coef,app_LT_entropy_shannon_2_coef,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_10_coef,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_29,tqwt_entropy_log_dec_30,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_5
3565.352011,1183355.459,2.5675,10.8195,1.6794,-1.6371,-70.9486,-250.1468,-229.925,-354.4715,-36.0537,-1416.2871,0.53136,6.2008,4.5652,7.189,28.5484,4.8483,10.0486,11.247,20.6906,2.5619,52.2091,-41114814.47,-49542317.6,-65597989.99,-154535550.2,-276631510.8,-546719005.5,-1074086689,-2245143056,-4684219892,22264.0004,136287.0221,618294.5891,1236718.391,2475272.095,32757.3324,78482.3818,177941.7224,383672.0345,792985.1115,1629099.644,3269134.806,6532872.119,-20106.2143,-26781.6358,-38439.3629,-59548.0674,-102303.7816,-192085.9958,-395747.3436,-806142.9984,-1740361.913,-3736875.451,4330.9482,8660.46,94.8692,98.3803,179.1588,268.5585,-2049050.897,-1783544.436,-1443157.933,-1217976.937,-1080667.574,-801440.1181,-590481.121,-453926.3921,-368836.1354,-327741.4571,-242461.2769,-162277.1455,-112949.5535,-85727.8057,-70753.5924,-47875.8531,-36493.8367,-25475.3016,-24645.0914,-23394.4439,-20404.2884,-19121.471,-11177.5938,-7580.7473,-7430.0923,-11642.1818,-12723.3622,-8747.2501,-7483.3907,-6319.0324,-5487.3133,-4730.0536,-4056.2925,-3355.2127,-2538.8834,477.1177
3558.872133,1424717.489,2.0502,8.3286,-14.7207,-67.4731,-16.5572,-14.6384,-616.7551,-1164.2886,-116.653,-5176.9237,1.1204,1.5642,10.5272,24.0942,88.6291,1.1566,1.6532,23.2592,40.6017,8.3818,182.8115,-39835690.79,-47966351.41,-63430851.91,-149047414.4,-266570934.1,-526505004.3,-1034075048,-2161724111,-4510579860,21449.9062,131208.2556,596171.1281,1192481.9,2388187.957,31472.7728,75751.6219,171397.11,369970.0789,765086.4796,1568579.206,3159033.939,6303980.159,-19957.3961,-26584.1679,-38150.5082,-59090.6702,-101497.994,-190550.0107,-392552.74,-799625.0665,-1726396.617,-3707085.573,4300.652,8597.5157,219.4994,187.8724,298.1121,387.9876,-2046393.923,-1762687.376,-1422527.38,-1204002.954,-1053342.636,-760095.5723,-543560.4106,-407946.3128,-327989.4254,-296885.9048,-216717.0785,-140713.9412,-97702.293,-75838.7732,-64439.9567,-43354.8278,-33580.7162,-23106.1466,-22160.0746,-20670.6947,-17603.8611,-18821.4037,-10753.4408,-7034.0681,-6731.0618,-10561.3245,-12498.4024,-8779.8706,-7450.4019,-6249.9564,-5687.2511,-4755.7934,-3993.9627,-3415.3109,-2533.3037,8.3017
3641.109431,1167541.144,2.252,8.7314,-0.48548,1.9929,-113.7077,-146.8627,-275.6069,-2333.9729,-1253.3805,-7084.9336,1.5015,3.4041,5.9669,48.7598,99.9185,6.3221,7.0714,9.2702,78.6397,38.0238,156.1684,-39266733.15,-47472837.74,-63143684.17,-150271140.5,-269987746.2,-534115756.6,-1050530527,-2196027109,-4581972043,21745.8926,132953.9544,600916.116,1202264.337,2407600.4,31965.7623,76913.9042,174418.3207,375903.0795,767097.43,1582470.737,3180256.607,6354798.965,-19889.6951,-26520.6718,-38110.5641,-59114.4214,-101677.2856,-191073.9159,-393761.5967,-802322.044,-1732175.012,-3719411.317,4306.3865,8611.2279,57.2163,70.0733,128.653,232.9805,-2027108.071,-1729093.635,-1392752.462,-1160990.891,-1052171.403,-806863.5179,-580751.9609,-440060.8115,-361346.7097,-328923.5762,-245980.5941,-167096.4342,-118955.6949,-91529.5819,-73786.6605,-50988.1255,-37159.1431,-24997.1972,-23246.944,-21911.3014,-18140.5913,-19557.7033,-11092.2444,-7222.6549,-6723.6453,-10101.4703,-12133.4477,-8334.1491,-6973.6912,-5894.8418,-5362.0776,-4826.994,-4077.4529,-3310.8324,-2520.9816,7.9435
4059.142899,669940.9546,-220.8332,-3483.5794,-37764.4244,-782793.5174,-918681.344,-74905.6361,-39329.8656,-15024.6259,-938.7192,-10713.1892,4619.9745,648.9517,308.2103,183.4777,148.5671,9151.7348,1184.3152,818.2566,381.1715,29.6699,252.8992,-240764531.2,-287698065.1,-378247610.4,-878527172.6,-1563819569,-3076348835,-6017867866,-12527102748,-26036910296,115981.8034,690312.7879,3130002.21,6260789.598,12531308.54,205816.4793,444703.0121,909304.6504,1936015.473,4022816.726,8248902.576,16546403.9,33071526.95,-29410.2555,-38749.9847,-55183.4921,-84983.4562,-145295.6021,-271699.3342,-557899.6318,-1133209.359,-2440356.024,-5228586.547,5880.1847,11759.9783,338.2175,560.3628,932.7577,1217.9395,-1871190.206,-1373234.695,-1055075.434,-883431.1135,-758694.9931,-599656.5823,-468085.9369,-356417.1001,-256078.7718,-186632.9664,-158320.8269,-157071.8937,-102158.3709,-65910.978,-47223.8778,-31302.4077,-18798.767,-17696.8664,-16895.5697,-18943.6122,-15168.0158,-14785.1574,-14577.2014,-8746.7964,-6468.8781,-7040.1221,-11671.5362,-8115.7701,-6615.3562,-5602.5737,-4817.9677,-4366.8938,-3807.2376,-3285.8639,-4135.7993,16.6766
3856.080115,1449156.165,-319.7507,-4861.7179,-94152.199,-724598.4646,-181735.9825,-504607.5845,-269721.4752,-296520.1136,-185157.7039,-243231.2483,1359.3873,2625.0161,1885.8682,3727.7159,1593.3369,1856.2196,6477.8816,3543.4244,4920.3661,3321.9654,4251.6353,-235168462.1,-285074866.1,-381876512.1,-921724213.2,-1664924673,-3291932779,-6467284851,-13460065216,-27971399468,122231.2153,731446.4626,3286560.047,6576175.725,13149289.86,215119.609,435256.6376,980872.0215,2105451.472,4178632.899,8678574.515,17284747.64,34704441.86,-29276.7099,-38671.4738,-55251.2142,-85372.6035,-146455.7406,-274600.3833,-564344.2642,-1147111.98,-2470078.328,-5291867.124,5920.2098,11850.3665,300.516,425.0765,557.3902,873.5881,-1885682.709,-1401380.805,-1092584.741,-931106.0019,-827310.8594,-634988.7572,-470689.7419,-358078.6686,-271684.4492,-208579.9445,-173409.3256,-160155.7595,-102309.5034,-69173.954,-50649.0215,-38215.3601,-24899.6649,-19851.8138,-15915.4097,-17405.5857,-14419.7125,-13548.6583,-15789.833,-9491.6508,-6838.9227,-7038.5066,-10855.8527,-8256.4189,-6763.7181,-5609.6802,-4862.6194,-4463.8495,-3847.549,-3207.9022,-4173.3227,11.9492
4128.594116,1401615.479,18.1179,-437.704,-7293.2874,-11290.6292,-5639.7171,-16315.1442,-8339.3652,-92927.6662,-33454.0918,-104307.4774,55.3078,57.181,84.5899,1231.9248,952.5301,101.3813,359.5866,239.8754,2009.1132,665.5245,1465.1364,-208327712.2,-247260846.5,-321520127.3,-729178118.7,-1286624769,-2524432700,-4922171007,-10250686880,-21313969896,95433.7492,584307.8816,2666314.383,5329329.066,10638949.37,139005.2778,336508.1196,755550.1362,1639935.933,3453299.458,7057852.418,14034114.87,28081808.64,-28626.0135,-37679.4202,-53547.9024,-82253.7573,-140304.1121,-261979.7636,-537786.9733,-1091903.462,-2352025.851,-5040488.721,5712.5181,11426.1312,346.5811,485.3054,747.0694,1101.2392,-1919862.784,-1414699.728,-1084286.994,-896123.7172,-755974.2555,-598281.6289,-458887.6011,-348390.4882,-264196.2174,-207467.1366,-179136.6811,-161190.1651,-102831.2263,-70363.0135,-51984.2579,-36637.5498,-22686.6463,-18212.3178,-16640.2294,-17394.9323,-14441.56,-13202.6927,-14551.021,-8340.3285,-5762.678,-5892.4634,-9936.0229,-8369.3519,-6903.1522,-5763.1331,-4904.3804,-4556.2611,-3786.3311,-3190.0233,-4068.7028,12.4058
3568.357547,1354956.865,5.5801,-23.6476,-1.9251,-690.8808,-3037.197,-2984.5519,-2136.1125,-36966.7927,-9481.1039,-302727.3074,33.9072,37.1396,22.932,359.9366,3111.23,66.3509,63.2658,56.4389,686.6037,316.4613,6289.5863,-122021526.6,-146225421.4,-192507004.5,-449826797.3,-802590118.5,-1579620518,-3096223638,-6454917419,-13434149982,58763.7034,360524.6497,1640078.451,3282290.96,6594870.731,86791.8469,206937.4817,469138.5194,1012320.747,2112171.572,4287815.598,8781819.792,17422442.38,-25621.5768,-33880.2141,-48356.9248,-74599.9998,-127741.1471,-239212.8521,-491649.5112,-999738.1713,-2154866.411,-4620504.545,5245.8242,10477.5474,230.3668,736.5019,1198.3111,810.0885,-1998672.559,-1798613.41,-1431528.08,-1142967.753,-950603.498,-754501.6872,-554481.5851,-395381.637,-292924.5169,-238292.0113,-202630.0102,-144618.2767,-103250.0689,-72493.2598,-41861.1008,-26595.0327,-25330.0537,-24627.512,-24871.5628,-19560.1441,-19288.5975,-15127.9307,-8609.255,-6210.7342,-7505.651,-13487.4114,-11595.4801,-8736.832,-7447.5903,-5854.3287,-4743.1981,-4235.7629,-3912.7594,-3534.2707,-2498.7172,400.5973
3596.695326,1501027.503,8.0609,1.3807,-67.6592,-68.1066,-1195.8138,-1471.5752,-1221.0228,-25990.8297,-5113.0308,-173479.6031,14.5175,15.2483,17.2664,263.0608,1868.0493,30.1569,26.0541,23.9479,619.3686,182.4243,3739.8469,-115019426.7,-137961884.3,-181849539.2,-425956440.1,-760336149.4,-1497445304,-2935700883,-6121042987,-12740988088,56218.015,344341.378,1565975.628,3133708.852,6290631.759,82592.3878,198546.333,449988.9924,966174.3697,2016293.128,4101234.48,8356566.583,16614034.92,-25302.111,-33474.4338,-47800.1155,-73771.9061,-126367.4396,-236682.9103,-486549.0652,-989462.7495,-2132879.002,-4573659.638,5198.366,10386.1419,141.7773,272.2639,556.4601,438.1489,-2007216.367,-1749624.672,-1366264.322,-1087834.708,-924276.1864,-726259.6389,-526694.9327,-383197.713,-288741.2943,-235542.7925,-193677.7434,-140037.7914,-101931.0559,-80473.7765,-54798.4181,-35879.4715,-31414.5092,-32560.839,-29226.0607,-21057.0774,-19326.9644,-14857.1376,-7983.4103,-5187.2392,-6080.5754,-11432.3913,-11168.1758,-9041.6275,-7612.9909,-6130.684,-4933.3234,-4226.7686,-4032.3111,-3633.8228,-2485.5943,6.5526
3589.366375,1541597.37,-13.5138,-24.5265,-249.124,-2854.3085,-7405.5159,-2978.8041,-1101.3279,-9639.5861,-2192.3004,-76563.1279,77.4868,31.6615,15.6398,109.0357,903.8126,117.1599,89.4877,22.1756,244.6918,89.9941,1805.5877,-103117586.7,-123703392.1,-163085575.5,-381692805.3,-681319026.6,-1342249407,-2631360397,-5487915384,-11426037801,51081.5553,312798.8793,1420977.312,2843022.722,5701716.142,75292.1238,180976.6542,408026.5855,878905.13,1825789.479,3728928.662,7559491.838,15054692.83,-24716.0697,-32719.0292,-46743.0472,-72158.953,-123623.5984,-231589.0267,-476181.8854,-968496.4536,-2088010.721,-4478054.235,5102.3613,10197.0694,51.0412,154.5548,416.4822,497.7851,-2032513.556,-1846006.326,-1576273.108,-1320173.625,-1071196.791,-795754.0534,-594196.979,-445240.9176,-330998.2896,-261760.7485,-227336.5045,-174088.1615,-126085.0283,-93845.3952,-61442.2572,-38878.5365,-30371.5097,-25476.5813,-23356.6509,-21640.6634,-18376.6597,-15450.2325,-7768.0554,-4403.6631,-4387.4904,-8149.3338,-11560.7362,-8434.0913,-7191.0393,-5818.5343,-4556.8626,-3947.3643,-3822.4934,-3475.1723,-2536.013,3010.238
3417.767815,1423861.193,-33523.093,-108821.5248,-138240.8291,-130774.515,-197440.6534,-541859.7969,-63881.2068,-208447.8992,-87392.3827,-321774.2762,1090.9048,4408.6792,420.1793,2464.1452,3338.6201,3538.809,7967.2212,1153.5919,3337.0749,1603.9365,6218.0664,-28954067.04,-35626628.56,-48088823.77,-118750452.4,-216733935.7,-433255231,-856959215.5,-1792156461,-3740503200,21347.7751,114405.9931,505123.9872,1007732.363,1996573.519,32785.155,76687.7041,167793.7309,326553.3747,642313.3413,1362462.678,2601703.79,5260583.723,-17969.4188,-24370.2961,-35340.5084,-55327.4757,-95968.5327,-181553.2819,-375556.823,-766936.6246,-1656329.142,-3557544.295,4113.1215,8266.6665,1.242,3.7337,6.7705,8.2685,-2052948.818,-1690945.562,-1337290.769,-1050762.175,-876197.7544,-772011.3527,-662191.0183,-543545.3863,-422721.2889,-334038.4701,-284857.1779,-251073.4815,-193419.6252,-141226.9033,-105599.2029,-82232.8457,-65797.3644,-52266.7919,-41727.0685,-34827.378,-30576.5345,-24632.5915,-18351.1169,-16036.3649,-13333.9488,-8576.3851,-6209.9369,-6652.4473,-5439.1756,-4266.9603,-3596.8682,-3617.9396,-3833.4359,-3497.9513,-3605.7096,9.6326
3549.636476,1517682.263,-13456.6163,-5407.742,-3381.2143,-1693.5441,-1023.3547,-307.9942,-264.8655,-594.3786,-225.3169,-9034.7155,11.3604,8.4816,4.9069,8.4057,139.6969,29.1626,11.437,9.1224,16.464,14.5031,277.8674,-34302168.22,-41306208.02,-54656137.11,-128427041.9,-229694542.5,-454132643.1,-891725014.6,-1864880755,-3892596263,19076.008,116513.4562,527925.4026,1055549.644,2106992.627,28236.6094,67574.44,153149.7305,329800.6787,675377.0439,1398413.763,2773125.663,5559462.373,-19252.1088,-25671.7257,-36874.598,-57146.2372,-98205.7205,-184434.1667,-380142.2949,-774469.1313,-1672491.017,-3592086.196,4186.2441,8377.4038,6.4748,14.8367,20.794,27.7844,-2085351.474,-1718460.971,-1381084.939,-1101560.081,-889047.7485,-732714.796,-610720.3699,-504489.1957,-390973.312,-308201.9315,-261796.496,-232528.0023,-168711.1418,-118322.4296,-89264.7034,-73272.3552,-57010.5089,-47888.207,-36796.5033,-30686.428,-25627.8017,-21023.8598,-15153.8871,-13508.1828,-10854.7043,-6535.3703,-4597.6572,-6936.6653,-5382.3514,-4097.7591,-3579.6682,-3654.0609,-3815.6726,-3305.7728,-3603.7373,10.5281
3896.455822,1456246.572,1.3742,5.45,-2.2702,-76.1542,-171.0357,-65.563,-295.0764,-2801.8093,-72.7301,-4402.715,4.0468,2.1331,6.0854,48.3318,76.5607,6.72,4.0339,9.5814,110.3735,6.5203,157.4332,-33726633.34,-40639164.7,-53771116.08,-126452736.4,-226226936.5,-447149607,-878732460.7,-1837782936,-3836187376,18367.5387,112531.9013,511405.684,1022964.305,2048753.6,27115.6885,64831.8555,146603.7571,316116.3662,657905.7179,1345537.892,2709691.214,5407818.106,-19185.6587,-25586.617,-36750.2298,-56958.1622,-97883.1581,-183834.4443,-378875.8155,-772026.5398,-1667256.385,-3580918.727,4166.6475,8329.7112,1.858,4.7493,6.6718,8.1964,-2169353.773,-1776880.753,-1418941.72,-1136736.113,-935027.4911,-793577.8705,-671293.7397,-560659.846,-439767.6177,-346449.4037,-291532.2139,-253456.8721,-189160.6166,-136550.4634,-103670.7502,-83980.5291,-66957.5673,-51692.3297,-39544.9691,-32867.7859,-29328.4763,-22404.7933,-16163.1759,-14247.2587,-13156.1398,-8264.2048,-5962.2116,-7769.0801,-6540.8859,-5235.8326,-4437.7452,-3960.9315,-3946.8429,-3561.3331,-3639.8972,9.2094
3920.759183,1924644.85,1.8915,6.6298,-115.2354,-251.6158,-419.9305,-796.6543,-245.4649,-4089.0295,-419.9542,-506.5655,7.5467,6.748,6.3593,80.0107,8.5229,12.7792,20.8471,14.0314,144.8888,19.0298,21.249,-30192527.38,-36309826.33,-47889294.41,-111698459.4,-199315778.3,-393829086.1,-773282998.9,-1617807263,-3378098600,16456.5003,100968.8464,459501.5131,918809.2524,1837265.003,24248.8174,57755.2109,131117.7392,283616.4268,592223.9761,1212468.424,2425604.937,4848870.605,-18681.5972,-24920.3623,-35785.0723,-55429.1208,-95202.8863,-178743.7525,-368432.5818,-750731.4325,-1621614.615,-3483532.796,4071.3,8141.7981,88.0895,83.125,110.0127,82.8387,-1917437.595,-1608334.052,-1288124.862,-1090915.77,-918731.9664,-734186.3293,-561047.9656,-445122.9695,-379170.0796,-314716.436,-224531.1995,-154637.0583,-108727.5882,-84869.9985,-69442.9209,-52856.0937,-45713.6926,-37949.6101,-31767.3429,-24292.9146,-24401.5895,-17094.0287,-10725.0704,-8445.4315,-10132.1311,-13849.4945,-12122.7261,-7582.296,-5858.788,-4754.9743,-4079.8363,-3773.5007,-3782.4095,-3480.6127,-2471.5306,4.3523
3252.102513,1229902.949,3.013,9.1975,-88.8421,-214.0406,-59.8177,-2139.2931,-361.2636,-3617.0822,-589.4195,-660.6556,2.2347,11.7977,7.1962,74.0057,10.248,2.3391,69.8943,14.2138,130.7587,25.1812,27.5975,-33423278.24,-40156891.01,-52919893.95,-123214182,-219737912.6,-433961653.8,-851748757.9,-1781497331,-3718996569,18045.1063,110592.7111,503084.7243,1005985.915,2011864.711,26690.539,63433.6192,143291.7619,310911.9785,648127.5664,1327324.989,2656916.498,5309729.025,-19143.5834,-25514.6133,-36615.1605,-56687.2811,-97317.0896,-182655.5738,-376395.5895,-766795.2198,-1656044.755,-3556998.235,4149.6439,8297.9674,805.5342,579.9093,728.588,744.3646,-1832620.582,-1526394.313,-1202200.387,-1012525.111,-862206.3148,-684571.5383,-517574.4096,-405577.7601,-344062.6682,-275793.4143,-172506.1139,-105254.2419,-68728.7321,-53490.7337,-47878.793,-35449.634,-26392.1299,-22125.5491,-24082.953,-18558.4061,-21087.9562,-13877.257,-8361.9416,-6907.036,-9409.8243,-13891.2118,-11182.6734,-7838.9108,-5783.1257,-4402.4794,-3914.8732,-3896.8417,-3972.1958,-3567.2489,-2499.6424,10.5055
4013.551105,1243400.304,2.1055,7.9636,-17.1688,-91.5942,-240.9758,-166.4249,-185.9303,-7412.1128,-1442.3484,-51909.6263,3.345,3.1639,5.9373,85.0113,635.2229,7.9895,8.223,12.7831,207.2243,60.6464,1258.5117,-32923715.28,-39632834.23,-52425247.55,-122834094.6,-219495505.6,-433989163.3,-851571680.4,-1781123534,-3718084024,18578.1741,113533.168,512672.3862,1024795.429,2040842.735,27461.1152,65697.4243,149675.2483,322625.823,654173.9123,1365104.556,2679912.232,5384606.743,-19074.6721,-25436.5889,-36536.2658,-56603.7945,-97247.0667,-182602.631,-376381.6344,-766722.9122,-1655889.513,-3556660.918,4155.9165,8320.7021,294.5107,411.5486,695.7735,940.5466,-1824550.735,-1512073.09,-1207889.173,-1027201.144,-861007.621,-683773.0015,-529317.7674,-401091.0258,-302528.1811,-245641.4661,-181040.2351,-122522.0168,-87201.7286,-70423.9019,-51861.4762,-35016.6827,-22621.2872,-22340.8095,-22884.6892,-19906.0067,-23075.0833,-13388.4818,-8890.4395,-8446.7958,-12872.0043,-13660.0878,-11731.6379,-7956.0874,-6053.1371,-4712.9717,-4143.0781,-4093.8848,-3985.137,-3671.8804,-2472.6421,25.3948
3587.172258,1859872.258,-96.7719,-248.5309,-2069.3006,-9035.212,-1954.7368,-10470.4872,-4340.8286,-10390.4595,-3477.6484,-34376.9433,18.6257,106.8973,47.6507,150.1974,412.1283,45.2975,229.489,85.1918,273.8068,73.2405,697.3165,-76973635.43,-92816493.72,-123185886.7,-292547747.4,-524828421.6,-1035995208,-2034268768,-4245268885,-8843927093,40375.8059,246361.3103,1113818.645,2228643.86,4465884.48,60204.7695,143670.759,326712.956,698842.8383,1420160.539,2928286.696,5906940.289,11790242.56,-23184.3177,-30774.168,-44077.1245,-68206.7932,-117103.0902,-219710.0401,-452108.5186,-920121.8506,-1984465.254,-4257372.137,4868.5384,9733.4901,145.9373,263.7622,360.3572,619.2419,-1817695.943,-1562163.452,-1358806.572,-1134725.968,-917860.5317,-745793.1767,-625679.707,-505014.238,-414048.0829,-358802.7384,-283212.6038,-197720.0128,-121856.2845,-79340.0195,-57696.9937,-42846.8286,-27621.1874,-23025.362,-18768.4559,-17293.466,-12330.0604,-11921.4633,-13001.1046,-7248.2006,-4899.5823,-5418.5528,-10165.0021,-8411.9683,-7330.7407,-6394.8572,-5354.0913,-4404.2331,-3635.6984,-3232.8365,-2523.1304,6.5393
3418.09202,1964462.746,11.3555,-242.7695,-620.8259,-5091.564,-1565.248,-1851.0483,-1601.3659,-5114.4123,-10181.2597,-103837.5103,30.214,17.4783,22.4996,18.3406,1083.9724,32.6278,56.0976,41.9701,77.5318,188.417,1840.6601,-71704061.99,-86591591.21,-115169031.1,-274588907.9,-493644593.4,-975684378.9,-1918599676,-4004435426,-8343143459,37580.1624,229802.3974,1041887.038,2085300.055,4183930.871,55729.1398,132326.1493,298707.401,647138.6178,1333562.013,2732433.789,5543598.489,11050383.37,-22825.6916,-30318.9055,-43454.843,-67287.1547,-115577.5571,-216964.1456,-446614.242,-909275.4511,-1961243.648,-4207868.413,4808.2478,9610.5588,73.9461,180.0306,324.5998,506.4719,-1898426.1,-1670899.718,-1383453.402,-1092014.792,-864949.8604,-703816.9871,-602803.8436,-501719.4766,-413729.0788,-352631.9131,-278236.7892,-205335.8308,-134801.1546,-89488.4126,-62757.1637,-44425.1532,-30742.9367,-24673.097,-20878.4718,-19496.7386,-14758.3882,-12768.7465,-14410.6875,-8053.6164,-5231.1665,-5097.9651,-8741.5606,-8124.4558,-7015.1148,-6027.6099,-5171.3217,-4254.5239,-3642.7786,-3129.8714,-2547.2036,180.6176
3460.525386,1937055.2,9.0509,-19.6942,-134.2648,-4093.8622,-2990.3577,-890.1561,-5254.7556,-17129.3969,-28917.6313,-279423.8691,29.1646,15.6073,51.43,121.0671,2636.32,26.1883,30.132,111.5908,273.5275,468.9568,4501.1796,-79303342.63,-96040837.92,-128252456.2,-308786903.7,-556843256.1,-1101086463,-2167320921,-4522153585,-9418848363,41812.0235,255090.82,1153630.141,2310034.753,4641343.063,61460.3246,148613.9333,333152.7988,719544.2463,1473345.222,3019116.354,6165716.668,12267278.92,-23338.0123,-30999.9344,-44448.6747,-68878.1105,-118389.4598,-222337.4375,-457635.9439,-931769.4764,-2009398.069,-4310504.915,4905.892,9802.6055,206.9632,380.0795,480.3094,660.307,-1875141.195,-1603868.657,-1361745.657,-1081049.463,-856459.0471,-698300.6048,-588285.1481,-474087.9973,-383451.0374,-324362.6717,-262645.2595,-187758.5819,-116349.9601,-74273.7614,-53172.1682,-39931.2049,-28091.2944,-23238.0849,-17735.144,-16627.3988,-10992.8412,-11126.1655,-11327.3509,-6059.3793,-4108.9213,-4816.2954,-9495.1875,-7405.5984,-6088.9929,-5325.748,-4873.2145,-4298.3889,-3580.6003,-2973.5673,-2525.2959,6.0984
3529.791037,1175622.552,-2036874.819,-1653670.56,-1530582.121,-2837861.787,-1768464.215,-339432.8778,-534243.6764,-5794801.908,-692174.8531,-20740157.8,11293.7623,2877.8116,4153.2734,39170.1982,147939.0097,13880.0924,4699.6042,6582.7036,95835.3642,13686.0775,295572.7377,-49167470.96,-56806524,-73360799.51,-167432569.9,-303365581.9,-598681533.7,-1186895921,-2478688587,-5139213839,26103.0334,121772.7335,571072.2182,1150207.664,2296784.207,106063.3549,129788.2752,177726.1596,382569.2947,877999.7117,1488942.54,3649427.68,6509002.275,-19389.9742,-25771.4518,-36841.0115,-57098.3507,-98137.1237,-184434.1641,-379884.9997,-776313.9669,-1676367.077,-3599046.877,4085.5516,7987.4925,4.8374,3.4392,6.5777,14.0784,-2085506.421,-1880141.535,-1608321.701,-1364510.075,-1111924.587,-889048.9945,-719045.0199,-585825.3615,-467397.4795,-371365.062,-297199.5471,-230407.2297,-174991.9291,-138180.0188,-115913.3899,-91824.3209,-71284.3661,-57835.398,-49029.9927,-40741.0156,-30485.9213,-22934.5674,-18094.2095,-15311.4433,-12845.0501,-10564.7658,-9006.9105,-7089.0833,-6237.2655,-5626.8697,-4947.4148,-4323.8991,-3658.6823,-3181.7529,-2572.3898,69.4087
3699.851517,1307418.835,-142404.4612,-58806.6305,-54474.8763,-71129.4588,-13305.2288,-82561.3971,-80228.1683,-50939.766,-22397.2651,-65036.3613,99.1688,541.7434,589.5928,674.0518,788.9197,284.325,1534.315,1484.2982,904.0925,491.9031,1416.1285,-22338170.96,-26631276.11,-34682581.05,-79162446.26,-139656159.6,-274042246.8,-536258895.3,-1123015135,-2346978217,12034.4237,71615.6484,325732.8535,650898.7267,1308023.168,19880.2266,44083.2601,100474.51,204761.0704,424861.652,851452.2885,1754305.485,3456369.247,-17198.6131,-22983.3516,-33006.4935,-51124.9966,-87788.5057,-164657.1946,-339168.6458,-691083.5539,-1493724.552,-3210557.958,3789.3571,7557.6232,75.9686,50.8097,106.8163,233.833,-1973000.096,-1677338.047,-1404443.416,-1178596.275,-956183.1891,-762738.8919,-591906.8889,-452069.3511,-355985.6428,-305430.1476,-252798.4207,-169573.2738,-119584.8246,-92611.4024,-80598.8581,-57711.5095,-40211.0101,-30761.577,-26409.8347,-25167.6526,-19640.7228,-13977.3003,-10894.945,-8183.199,-7683.2723,-7125.7327,-6149.1527,-5132.5838,-5313.9645,-5387.2683,-5170.6014,-4701.7927,-3773.8586,-3216.8424,-2538.3276,8.3974
